"Comparison","gene_name","Group","CH_NPvsCB_log2FC","CLIP_log2FC","CLIP_p_value","RiboTag_log2FC","RiboTag_p_value"
"30v5","Dlg1","CLIP_Bound_30v5",0.15984737343608987,-3.857795118433974,0.013387447030858314,0.09995320607891711,0.21712608237347744
"30v5","Dlg2","CLIP_Bound_30v5",2.470193288601054,2.0152144251266315,0.03331843313924795,-0.021843995567144146,0.7427886004703708
"30v5","Dmtn","CLIP_Bound_30v5",0.21374713661909872,1.27355892149663,0.034017030242032426,-0.035058626802785896,0.40324842251492943
"30v5","Dner","CLIP_Bound_30v5",-0.38195396178251256,3.0216663348263637,0.007125368046114805,-0.09020499967770022,0.3266465536163139
"30v5","Dop1b","CLIP_Bound_30v5",1.5598546329820175,1.3042428223067342,0.01903104435912481,-0.04289639628545873,0.6837327893948235
"30v5","Dot1l","CLIP_Bound_30v5",0.7608022104093223,-5.117150899541558,0.004702831925826648,0.07430434330173387,0.47358505760965935
"30v5","Dscam","CLIP_Bound_30v5",0.9357309060693032,0.7291268060732081,0.03382820275933437,-0.08903612201750777,0.37055927378612835
"30v5","Dst","CLIP_Bound_30v5",0.5645841878848209,-1.4318438169199148,0.01476364712746957,-0.10925019328953113,0.1697502116725316
"30v5","Edrf1","CLIP_Bound_30v5",-1.1923138878061579,-4.0837820917407095,0.031389777411447224,0.13776556372923712,0.1961842269800451
"30v5","Eef2","CLIP_Bound_30v5",3.8185202726885867,1.0361752600209702,0.0017287102272062862,0.06567483696624017,0.3313359868062797
"30v5","Elk1","CLIP_Bound_30v5",1.3348976644087522,2.25038926068869,3.8140841516948876e-4,-0.04717924949335849,0.34019615041751633
"30v5","Eloa","CLIP_Bound_30v5",0.1973442744080944,-5.9017529446421815,0.003188324287358618,0.01138306937601389,0.8697625447368691
"30v5","Eloc","CLIP_Bound_30v5",-1.0718832544602963,4.969169068706673,0.01136769594150295,0.04939340438758725,0.49040643483912455
"30v5","Ergic3","CLIP_Bound_30v5",0.691353166916113,-8.061425276416632,0.0013870021774515938,-0.06103175082042461,0.34235164583570465
"30v5","Erp44","CLIP_Bound_30v5",-0.03665086864691449,-1.9071346493313852,0.02872385158987628,-0.009512569879715825,0.8722440691813343
"30v5","Ewsr1","CLIP_Bound_30v5",0.04369767717027691,-4.710220617586447,0.034050229904781217,-0.09107461532660013,0.26813099018553815
"30v5","Fam110b","CLIP_Bound_30v5",-0.8639552991771026,2.088656427576647,0.03491430522368054,0.056774935851375184,0.37718953955584095
"30v5","Fam168a","CLIP_Bound_30v5",0.37737640980109227,1.8888069292081187,0.01968694449706215,-0.004286940842990217,0.9225890569356681
"30v5","Fam168b","CLIP_Bound_30v5",0.22994682106736372,0.8576803457958473,0.042264585038352794,-0.009574465316508584,0.9035816194111069
"30v5","Fam171a2","CLIP_Bound_30v5",0.7562885275771835,2.033467281153439,0.009121429546765652,-0.04912242927198438,0.5713343547010743
"30v5","Fam193a","CLIP_Bound_30v5",0.8967868482713388,2.44625393293603,0.01261501100609953,0.042846158857749894,0.49089574281802406
"30v5","Fam76a","CLIP_Bound_30v5",-1.2574506170069695,-5.252697416176027,0.025713766994912773,0.03103287134289382,0.814557296863436
"30v5","Far2","CLIP_Bound_30v5",-2.086302858034166,-2.8018896666912325,0.024554953161149404,0.11577547589848271,0.45880477003628184
"30v5","Farp1","CLIP_Bound_30v5",2.71643099341576,-2.941886568317014,0.03755603205138561,0.11601060850963395,0.4381100235337988
"30v5","Fbxl16","CLIP_Bound_30v5",3.4945979538135714,1.3775742429282243,0.02870239256546655,-0.04659956084012779,0.5560376609970581
"30v5","Fbxl17","CLIP_Bound_30v5",0.514785804783643,0.9782755597952726,0.039881655985265836,0.10770092215700627,0.1329399240398117
"30v5","Fbxo10","CLIP_Bound_30v5",-0.6011222960167609,-5.8947750390195734,0.0024756618367216673,-0.06436832242314826,0.5311625186168116
"30v5","Fbxo25","CLIP_Bound_30v5",-1.5262436323291684,4.253454829554844,0.02112425313065862,0.042332301456695746,0.5722914896820734
"30v5","Fbxo30","CLIP_Bound_30v5",1.7810057409027265,-4.818710735235982,0.041339812168049966,0.17741854536705196,0.4419329508672352
"30v5","Fbxo38","CLIP_Bound_30v5",-1.0404796444286024,-3.382016346591281,0.036182669515852174,0.16674456879198932,0.0714004229732592
"30v5","Fbxo45","CLIP_Bound_30v5",-1.7092016537233479,-3.7672574142337885,0.009202023500199762,-0.02123678049078403,0.7553552822112656
"30v5","Fchsd2","CLIP_Bound_30v5",0.45104524794678386,-3.079859275651327,0.026802249433945605,0.0716735242862714,0.44475330733680274
"30v5","Fech","CLIP_Bound_30v5",0.1847196747996207,1.7432444917866663,0.04817931979794442,0.030380808301187123,0.6001235013955843
"30v5","Fgd6","CLIP_Bound_30v5",3.991306681089646,-3.2137299480449117,0.01334628175562474,-0.05247223629635736,0.805461728202769
"30v5","Fgf13","CLIP_Bound_30v5",2.6127969972211345,1.2707077755495626,0.041663163356030306,-0.02663933931391205,0.6692400865081689
"30v5","Fgfr1op2","CLIP_Bound_30v5",-2.3111825720566825,-5.393663251575099,4.819712546880348e-7,0.08407544495044834,0.36725797551788886
"30v5","Fkbp4","CLIP_Bound_30v5",-0.3302461745084608,-9.708198218267338,4.6770195402557615e-4,0.004230350734777304,0.951159632881098
"30v5","Flcn","CLIP_Bound_30v5",-0.3216986041029776,-4.510375555097184,6.863458035317507e-5,-0.026749691317956955,0.7471847162053369
