"Comparison","gene_name","CLIP_log2FC","CLIP_p_value","RiboTag_log2FC","CLIP_direction"
"30v5","Ccng2",-5.742314815293275,0.026473016221786733,0.17280703957176832,"CLIP_Down"
"30v5","Ccnt1",-2.98895016457895,0.041094465347242815,0.12788379719378054,"CLIP_Down"
"30v5","Ccsap",-4.183943714814786,0.026230350831632478,0.08077632709689747,"CLIP_Down"
"30v5","Cd164",-6.811749758481998,0.003351272030740737,0.06029178095466883,"CLIP_Down"
"30v5","Cep131",-5.048925023552831,0.0485192767450253,-0.14640280153201068,"CLIP_Down"
"30v5","Cep20",-7.542247419098906,1.7401316900696802e-4,0.20626644361992413,"CLIP_Down"
"30v5","Cep350",-1.4483996599954585,0.02730413251122372,-0.07593883995380178,"CLIP_Down"
"30v5","Cep97",-3.986340370444282,6.248652248492632e-4,0.16950927121338963,"CLIP_Down"
"30v5","Chd1",-3.9233535317398025,0.003925199218960924,0.3120357050949731,"CLIP_Down"
"30v5","Chpf",-5.253882073869151,0.04636008864417215,-0.20142462740488043,"CLIP_Down"
"30v5","Chrnb2",-5.8849804673918555,0.008764734628756134,-0.14671629064356384,"CLIP_Down"
"30v5","Chsy1",-3.3742455952088197,0.02649761436370759,0.0683460039856197,"CLIP_Down"
"30v5","Clpx",-3.2919345715072623,0.008196248207261884,0.023259963907542123,"CLIP_Down"
"30v5","Clu",-5.152667807930349,0.019104921762232958,0.011930820221952958,"CLIP_Down"
"30v5","Cnih4",-4.249441335686926,0.028025154329564338,0.12473844588268851,"CLIP_Down"
"30v5","Cnot6l",-3.079926864236534,0.049693960926649766,0.4103898793044498,"CLIP_Down"
"30v5","Cnp",-3.92466543849844,0.00566775433517203,0.11021116562416501,"CLIP_Down"
"30v5","Coil",-4.4939838583959775,0.01350613104343014,-0.03439952159761546,"CLIP_Down"
"30v5","Cox7c",-8.361541091191409,0.047613275808488204,0.1332448419358687,"CLIP_Down"
"30v5","Cpne3",-3.193331446790258,0.0383377483852418,0.4687152756294133,"CLIP_Down"
"30v5","Cpt1a",-2.8387447689930125,0.03906866749837222,0.3497921912573076,"CLIP_Down"
"30v5","Cramp1",-3.5906959000927423,0.04910838526368905,0.09395192685609724,"CLIP_Down"
"30v5","Crebzf",-6.9356579457705925,9.138791540918333e-4,-0.08676359093007686,"CLIP_Down"
"30v5","Csrnp1",-7.231791254913615,1.2915286218428547e-8,0.6618389482210572,"CLIP_Down"
"30v5","Cstf2t",-5.009421408345613,0.027591015247529216,0.14712044058071033,"CLIP_Down"
"30v5","Ctnna1",-3.070327629407873,0.012915069544638077,0.10255042646234194,"CLIP_Down"
"30v5","Cttnbp2nl",-4.32589684908799,3.561314401932039e-5,0.24103795105460016,"CLIP_Down"
"30v5","Cxcl12",-5.726278116531772,0.03424813901474589,0.05380935775579757,"CLIP_Down"
"30v5","Dctn2",-4.629865744643638,0.012972788286088615,-0.07583325470478001,"CLIP_Down"
"30v5","Ddah1",-3.651583562818357,0.04823780542003552,0.1136441786370878,"CLIP_Down"
"30v5","Ddx42",-4.195458909045885,0.04713435206558101,0.04456192333344081,"CLIP_Down"
"30v5","Ddx50",-4.00765051820034,0.011449198744689363,0.141013318770649,"CLIP_Down"
"30v5","Dhx29",-5.130842957186144,0.004353881511907196,0.0033588588392580105,"CLIP_Down"
"30v5","Dhx32",-4.188459482616607,0.02825428174354764,0.25808759481747556,"CLIP_Down"
"30v5","Dlg1",-3.857795118433974,0.013387447030858314,0.09995320607891711,"CLIP_Down"
"30v5","Dot1l",-5.117150899541558,0.004702831925826648,0.07430434330173387,"CLIP_Down"
"30v5","Dst",-1.4318438169199148,0.01476364712746957,-0.10925019328953113,"CLIP_Down"
"30v5","Dyrk2",-5.542572530049332,0.01768278919981123,0.3584793684147971,"CLIP_Down"
"30v5","Dyrk3",-6.66930369715554,0.008312256328327395,0.3372478760791927,"CLIP_Down"
"30v5","Edrf1",-4.0837820917407095,0.031389777411447224,0.13776556372923712,"CLIP_Down"
"30v5","Efnb2",-2.1610644151479,0.04757738770089888,0.3416070614907857,"CLIP_Down"
"30v5","Elf1",-4.83966903993122,4.6153396280278013e-4,0.19811550233123798,"CLIP_Down"
"30v5","Elk4",-6.309206442612486,0.03240796398816393,0.19979514613264382,"CLIP_Down"
"30v5","Eloa",-5.9017529446421815,0.003188324287358618,0.01138306937601389,"CLIP_Down"
"30v5","Ephx1",-4.899063941546473,0.0012876624083487493,-0.4166132853713904,"CLIP_Down"
"30v5","Ergic3",-8.061425276416632,0.0013870021774515938,-0.06103175082042461,"CLIP_Down"
"30v5","Erp44",-1.9071346493313852,0.02872385158987628,-0.009512569879715825,"CLIP_Down"
"30v5","Etv1",-3.5679763621527036,0.030958415329679134,0.352005118646813,"CLIP_Down"
"30v5","Evc2",-2.7959077219044755,0.025712037192261016,-0.20203525848248216,"CLIP_Down"
"30v5","Ewsr1",-4.710220617586447,0.034050229904781217,-0.09107461532660013,"CLIP_Down"
"30v5","Exoc1",-4.9653595065392295,0.004342911742306125,0.23038468738287432,"CLIP_Down"
"30v5","Fads1",-6.320482139185585,0.006509501814140442,-0.10883669894525516,"CLIP_Down"
"30v5","Fam76a",-5.252697416176027,0.025713766994912773,0.03103287134289382,"CLIP_Down"
"30v5","Far2",-2.8018896666912325,0.024554953161149404,0.11577547589848271,"CLIP_Down"
"30v5","Farp1",-2.941886568317014,0.03755603205138561,0.11601060850963395,"CLIP_Down"
"30v5","Fbxo10",-5.8947750390195734,0.0024756618367216673,-0.06436832242314826,"CLIP_Down"
"30v5","Fbxo30",-4.818710735235982,0.041339812168049966,0.17741854536705196,"CLIP_Down"
"30v5","Fbxo38",-3.382016346591281,0.036182669515852174,0.16674456879198932,"CLIP_Down"
"30v5","Fbxo45",-3.7672574142337885,0.009202023500199762,-0.02123678049078403,"CLIP_Down"
"30v5","Fchsd2",-3.079859275651327,0.026802249433945605,0.0716735242862714,"CLIP_Down"
"30v5","Fgd6",-3.2137299480449117,0.01334628175562474,-0.05247223629635736,"CLIP_Down"
"30v5","Fgfr1op2",-5.393663251575099,4.819712546880348e-7,0.08407544495044834,"CLIP_Down"
"30v5","Fkbp4",-9.708198218267338,4.6770195402557615e-4,0.004230350734777304,"CLIP_Down"
"30v5","Flcn",-4.510375555097184,6.863458035317507e-5,-0.026749691317956955,"CLIP_Down"
"30v5","Fnbp1",-3.674290750248768,0.03687119292317997,0.13320656365977301,"CLIP_Down"
"30v5","Foxo1",-2.280302014039833,0.01620975563516864,0.22940435411622123,"CLIP_Down"
"30v5","Foxo4",-8.007825420305107,1.1113813233349082e-4,0.011109275316969387,"CLIP_Down"
"30v5","Foxo6",-4.186740760919298,0.045026614099834605,-0.09330600302255716,"CLIP_Down"
"30v5","Gab2",-2.258564798901165,0.022781705548543956,0.051869605752633545,"CLIP_Down"
"30v5","Gabpa",-4.905128376196215,0.007491801640336784,0.2831700724593952,"CLIP_Down"
"30v5","Galnt1",-5.130831550363085,1.4995250820881377e-6,-0.10732394737069072,"CLIP_Down"
"30v5","Gas2l1",-4.5318404455068615,0.028498673904151003,-0.052620640116148504,"CLIP_Down"
"30v5","Gcnt2",-3.0235447198812597,0.04376477504216939,0.30017469488929355,"CLIP_Down"
"30v5","Gjc3",-6.74482180296823,0.0014726201937313261,0.29824309688015227,"CLIP_Down"
"30v5","Glce",-3.793068643297864,0.015790494150756573,-0.14240369855870888,"CLIP_Down"
"30v5","Gls",-1.078967348283291,0.036703716222258216,0.062498021741977494,"CLIP_Down"
"30v5","Gm12258",-5.93500204517216,0.0024647471805136732,-0.0973458068361741,"CLIP_Down"
"30v5","Gng12",-2.64360987086243,0.0160801764267105,0.14486510449678108,"CLIP_Down"
"30v5","Gpam",-3.9647238670083,0.007948469871756502,0.03891637465995584,"CLIP_Down"
"30v5","Gpat4",-3.6150304539126874,0.04465673242966231,-0.14147287648742687,"CLIP_Down"
"30v5","Grsf1",-4.327476384422731,0.012286339693895856,0.07971888338175434,"CLIP_Down"
"30v5","Gspt1",-5.84891910883037,2.8975975897223888e-5,-0.03441430913971783,"CLIP_Down"
"30v5","Hapln1",-3.338810800322692,0.040003487060669134,0.09657554979968642,"CLIP_Down"
"30v5","Hccs",-4.516840549823948,0.005659575222771582,0.15699588394467856,"CLIP_Down"
"30v5","Heatr6",-5.7183040068157265,0.0021171854482427816,-0.10857543782694586,"CLIP_Down"
"30v5","Hectd2",-4.575189498806061,0.008154535282539318,0.2717775834702513,"CLIP_Down"
"30v5","Hecw2",-2.3107981089121985,0.04882182606075177,-0.042270595369736104,"CLIP_Down"
"30v5","Hip1r",-3.8421259500005682,0.03790916514014282,-0.1592006059670163,"CLIP_Down"
"30v5","Hnrnpk",-5.098804421549183,0.02072347999165112,0.08129749904813004,"CLIP_Down"
"30v5","Hsdl2",-5.8064874379825415,1.2763439317640862e-4,0.13093751144347104,"CLIP_Down"
"30v5","Htr2c",-2.720358665480952,0.026143574629527086,-0.4165694774945862,"CLIP_Down"
"30v5","Ikzf4",-5.632196061214868,3.6755152208539803e-6,-0.32531951976553253,"CLIP_Down"
"30v5","Il1a",-4.9725877711213,0.03947339341842845,-0.3274821694355175,"CLIP_Down"
"30v5","Il1r1",-2.931398753826034,0.041921508364463324,-0.060902545518120674,"CLIP_Down"
"30v5","Il33",-9.165799463546046,1.5050225477854903e-5,-0.04002978683976719,"CLIP_Down"
"30v5","Ino80e",-7.227313576174019,3.2131092236539646e-4,0.13450926795910517,"CLIP_Down"
"30v5","Ints13",-4.944208670981466,0.009489716380441875,0.5569700372378398,"CLIP_Down"
"30v5","Iqgap1",-2.830467358981351,0.039317732607565936,0.46231682041049355,"CLIP_Down"
"30v5","Itgb1",-3.813433655746757,0.028697074010739378,0.023515770710125942,"CLIP_Down"
"30v5","Itgb8",-1.6340600693551233,0.018848914973887364,-0.08805016775335275,"CLIP_Down"
"30v5","Itpr2",-2.0750244546826937,0.04105233359724098,-0.155217248794847,"CLIP_Down"
"30v5","Jak2",-1.765968084967401,0.013144516209043836,0.36357443610505513,"CLIP_Down"
"30v5","Jmjd4",-6.638466496054174,0.029169858000804978,-0.041383732099738745,"CLIP_Down"
"30v5","Kansl3",-4.829832468422621,0.0204002233469721,0.18361986605798106,"CLIP_Down"
"30v5","Kars1",-7.102273690157071,0.0076407660897312496,-0.009450186209928957,"CLIP_Down"
"30v5","Kat2b",-1.9819046507645544,0.042773016917683544,0.2846181896286236,"CLIP_Down"
"30v5","Kcnj10",-3.1000339474224092,0.02208800338193644,0.0901290362199999,"CLIP_Down"
"30v5","Kcnj16",-5.607442672192738,0.011452795793459123,0.46913432447860903,"CLIP_Down"
"30v5","Kdm1b",-4.140113775342345,0.025492574539284642,0.3434967106805845,"CLIP_Down"
"30v5","Kifc3",-4.7932180437700795,7.912076049250607e-4,0.026927294206058838,"CLIP_Down"
"30v5","Lancl2",-6.970526320362047,0.0027604767054098234,0.071008716925350407,"CLIP_Down"
"30v5","Lcorl",-3.401462075691862,0.024737505137140025,-0.0011616238574594323,"CLIP_Down"
"30v5","Lgi2",-3.6139960318011908,0.008668417832949872,-0.5094975682361667,"CLIP_Down"
"30v5","Lhfpl2",-3.5243746030325687,0.013338441952620088,-0.44136782262278584,"CLIP_Down"
"30v5","Lpin1",-5.366872816218219,0.012159604634480426,0.21203173254029922,"CLIP_Down"
"30v5","Lpl",-6.702032203350462,1.9035066918243678e-4,-0.4893474954636337,"CLIP_Down"
"30v5","Lpp",-2.6857620054987117,0.006218975253594016,0.0932446390571701,"CLIP_Down"
"30v5","Lratd1",-6.861443938501446,0.026648925396804416,0.21491707142137714,"CLIP_Down"
"30v5","Lrch2",-4.257003754068483,0.014129869276237045,0.1673146924485881,"CLIP_Down"
"30v5","Lrig1",-4.097186852037234,2.9167140811619515e-6,-0.015201455542844576,"CLIP_Down"
"30v5","Lrp8",-2.8802061466859175,0.035386048546160474,-0.21619923095758484,"CLIP_Down"
"30v5","Lsm14a",-3.283808614424302,0.026387617558096058,0.00823296289982854,"CLIP_Down"
"30v5","Lztfl1",-6.498792919493752,0.015136180040582354,0.2001072881089566,"CLIP_Down"
"30v5","Macf1",-1.1218539105250742,0.014970603449785048,0.012392149112899337,"CLIP_Down"
"30v5","Map6",-3.7782621865854313,3.7294754340418546e-4,-0.06781120709788134,"CLIP_Down"
"30v5","Map7",-3.508310933770656,0.004856165464926917,0.09469127609082824,"CLIP_Down"
"30v5","Map9",-3.1780512952943822,0.022779752690093812,0.061520427259193225,"CLIP_Down"
"30v5","Mapkbp1",-3.9785518228423795,0.02100315767668223,0.04883682327720882,"CLIP_Down"
"30v5","Marchf5",-5.969594648881273,0.01330350035210633,0.019089045484194628,"CLIP_Down"
"30v5","Mcf2l",-2.3493001422736013,0.024801263349205564,0.034761096653346556,"CLIP_Down"
"30v5","Me1",-3.8765502113110797,0.01594665118191453,0.06631495731797056,"CLIP_Down"
"30v5","Mfap1a",-5.172181590606737,0.020137939171445796,0.01104940522005151,"CLIP_Down"
"30v5","Mfap3l",-4.285514435169061,0.018049204885484584,-0.025335200916046244,"CLIP_Down"
"30v5","Mfsd14a",-3.5644712579289566,0.01609740512429659,-0.08106151443066026,"CLIP_Down"
"30v5","Mfsd14b",-6.644284532531202,0.0014766548991214474,0.07197990279512734,"CLIP_Down"
"30v5","Mib1",-0.7398060910185302,0.0358853819171902,-0.05701072967471209,"CLIP_Down"
"30v5","Mkks",-6.619215576290571,0.013874936242037244,-0.06215306229783602,"CLIP_Down"
"30v5","Mlf2",-4.802622685578616,0.04080265100280523,0.07205008782722687,"CLIP_Down"
"30v5","Msh3",-4.810089436098826,7.731119591065607e-4,-0.03225979644861136,"CLIP_Down"
"30v5","Msh6",-5.323075539934773,0.0034922761497244315,0.1274921093129569,"CLIP_Down"
"30v5","Msi2",-2.322635526934337,0.023715322082879322,-0.06241337153298465,"CLIP_Down"
"30v5","Msl3",-6.140690130828185,0.007225510415520824,-0.10235353871663885,"CLIP_Down"
"30v5","Mt1",-8.351443739619395,0.03970941914913342,0.3095559923930899,"CLIP_Down"
"30v5","Mtmr4",-4.58996902994872,0.027948686445943987,0.10786775892483565,"CLIP_Down"
"30v5","Mto1",-5.692263593641709,0.003882841845728329,0.05580119380213924,"CLIP_Down"
"30v5","Mturn",-5.129399493872605,0.0384999658558972,0.10501944153358139,"CLIP_Down"
"30v5","Mtx3",-5.0454319119536155,0.02255465274352056,0.14516324242695253,"CLIP_Down"
"30v5","Myh14",-4.574257608772302,0.0462356122422858,-0.17479580692477314,"CLIP_Down"
"30v5","Myh9",-2.897681262306288,0.02835617552282964,0.07409323796536453,"CLIP_Down"
"30v5","Nab1",-5.900550589076968,0.003414812621495151,0.1375279567083908,"CLIP_Down"
"30v5","Nbeal1",-2.784730964233462,0.0351225344268145,0.1794629053311969,"CLIP_Down"
"30v5","Ndrg1",-3.8465369176380384,0.00847650097558383,0.35529523119829287,"CLIP_Down"
"30v5","Ndufv2",-5.691441931870422,0.0180673919026171,-0.02147485966917982,"CLIP_Down"
"30v5","Nemf",-2.9803259434304232,0.025033886620376294,0.16455441465712028,"CLIP_Down"
"30v5","Nfkbia",-8.103194341271037,0.004623485123969159,-0.007639055480828523,"CLIP_Down"
"30v5","Nfkbiz",-5.084707517225571,0.0019009139028959953,0.5064139846642937,"CLIP_Down"
"30v5","Nfx1",-3.8482326585869355,0.0449049568834774,0.06583178360053765,"CLIP_Down"
"30v5","Niban2",-3.418073608735672,0.019319698945383088,0.05133045738630421,"CLIP_Down"
"30v5","Nlrp3",-7.499601886160556,3.7688147820820456e-4,-0.2764665784830754,"CLIP_Down"
"30v5","Nnat",-10.42883961448084,0.006862414969334105,-0.1768010527379267,"CLIP_Down"
"30v5","Notch1",-3.5749021886329744,0.00850773101242823,0.12182252962517158,"CLIP_Down"
"30v5","Nr1d2",-3.4750909916301507,0.03159437682574666,0.13035381793014741,"CLIP_Down"
"30v5","Nyap1",-8.755537493905447,0.01184843016965081,-0.08597989854838403,"CLIP_Down"
"30v5","Odc1",-5.5913542186013805,0.01132954083459488,0.3323240243950722,"CLIP_Down"
"30v5","Osgin2",-6.1679095728637865,0.0012800609148059879,0.5635693955666419,"CLIP_Down"
"30v5","Oxnad1",-6.994975939080341,0.0036453006564170724,-0.09244530930159163,"CLIP_Down"
"30v5","Pank3",-1.0642725353324458,0.042086621862114974,0.058615510253732614,"CLIP_Down"
"30v5","Paqr4",-8.811476321784568,5.552314189429216e-4,-0.1606425712783911,"CLIP_Down"
"30v5","Pbx2",-10.249186212133337,4.5375256260173216e-4,-0.029909117781984188,"CLIP_Down"
"30v5","Pcyt1b",-3.666424766465676,0.019107191829942253,-0.09175138876193945,"CLIP_Down"
"30v5","Pdcd4",-6.128065279095241,0.023040516917754546,0.034075199409433696,"CLIP_Down"
"30v5","Pdgfra",-4.158396289186546,0.03963087854443174,0.015767430595570852,"CLIP_Down"
"30v5","Pfas",-6.054621684229489,0.0025394353567578225,0.10227849711660894,"CLIP_Down"
"30v5","Phf6",-2.929238177699326,0.030852544361061707,0.2691562667024359,"CLIP_Down"
"30v5","Pik3r3",-3.6508433583299063,0.00831496072001247,0.11972996013366065,"CLIP_Down"
"30v5","Pla2g7",-3.3053806768910055,0.020690846409460825,0.04147790716418399,"CLIP_Down"
"30v5","Plaa",-3.823952405236283,0.024318916039410256,0.14584707287603774,"CLIP_Down"
"30v5","Plagl1",-4.789833371120712,0.03037485330021274,0.09887326629776884,"CLIP_Down"
"30v5","Plagl2",-6.310614433318493,0.007438561865809683,0.04891837141220964,"CLIP_Down"
"30v5","Plcl1",-1.7251204852310758,0.03355288608384132,0.2583712325204753,"CLIP_Down"
"30v5","Plekha2",-3.768352817510518,0.0061980665122442005,-0.09861203147852295,"CLIP_Down"
"30v5","Plxnb1",-7.287212639352613,0.0016988479053518962,0.23330721122101067,"CLIP_Down"
"30v5","Pnkd",-2.7944121423858337,0.049469916849500806,-0.20627819238431075,"CLIP_Down"
"30v5","Pogk",-6.70442198373479,0.02203657832780567,-0.048496825080257995,"CLIP_Down"
"30v5","Polr2b",-2.879636879222809,0.047422550191823475,0.05153343955253871,"CLIP_Down"
"30v5","Ppp6c",-3.256419238043185,0.04712160896120672,0.12128160109641405,"CLIP_Down"
"30v5","Ppp6r3",-2.7683494952908605,0.039154647894143635,0.02717651683738512,"CLIP_Down"
"30v5","Prkaa2",-2.430211928423708,0.02847954259341359,0.020726834025042523,"CLIP_Down"
"30v5","Prkab2",-3.506920761251375,0.01214054468655831,0.14569514880362439,"CLIP_Down"
"30v5","Prpf4b",-3.934236348816041,0.015580521599032978,0.07925814103151527,"CLIP_Down"
"30v5","Psat1",-4.906444536217857,0.025472949908955468,-0.19664756013249535,"CLIP_Down"
"30v5","Psme3",-5.2017639531450595,0.040655760947488136,0.1762054567770547,"CLIP_Down"
"30v5","Psme4",-3.1743971930738812,0.014783570890438785,0.0157706657851758,"CLIP_Down"
"30v5","Ptgs2",-6.445392842006492,0.04406373547921884,0.25754074140027755,"CLIP_Down"
"30v5","Ptprd",-1.0438310642875344,0.02593005771457498,-0.19393613890706726,"CLIP_Down"
"30v5","Qser1",-3.274645547147894,0.015048415869113993,-0.0037385278415759753,"CLIP_Down"
"30v5","Rab30",-2.9445847585692837,0.04965404241362246,0.20153841752676666,"CLIP_Down"
"30v5","Rab39b",-4.767107709691361,0.0017638591218544074,0.12160078809815064,"CLIP_Down"
"30v5","Rab5a",-3.7534697801365127,0.005884226094246282,0.16006761472177009,"CLIP_Down"
"30v5","Rad23a",-6.341140059177134,0.02838485168284219,0.032744892274631385,"CLIP_Down"
"30v5","Rangap1",-4.979730842264055,0.019436394864853605,-0.0735414944759315,"CLIP_Down"
"30v5","Rasa3",-2.6668625786265907,0.02944013541759758,0.05166230654595958,"CLIP_Down"
"30v5","Rassf8",-4.5229208426628595,0.010402372770917436,-0.055039904949331246,"CLIP_Down"
"30v5","Rbck1",-5.08793889569036,0.016249634306090804,-0.15729245273196946,"CLIP_Down"
"30v5","Rdx",-3.4424333293493516,0.0439201123832969,-0.08421872395364355,"CLIP_Down"
"30v5","Rel",-4.449151937159594,0.01324223971509809,0.9199803818345615,"CLIP_Down"
"30v5","Retreg2",-8.40906244165381,0.012835385029367135,-0.18562168263625653,"CLIP_Down"
"30v5","Retreg3",-2.869504624251639,0.021191095119664376,-0.09700438054303741,"CLIP_Down"
"30v5","Rnf2",-4.687898443303542,0.038975847119229086,0.17895140138980328,"CLIP_Down"
"30v5","Rnf214",-3.7699489497275485,0.03150852406838439,0.0027432700116418298,"CLIP_Down"
"30v5","Rnf34",-5.714793561397295,0.004828947951371802,0.08234359382887649,"CLIP_Down"
"30v5","Rora",-2.024305488801223,0.013874822309413714,0.5989547913509871,"CLIP_Down"
"30v5","Rpl22",-7.036121245468647,0.013657040794438953,0.12631741490952214,"CLIP_Down"
"30v5","Rpl5",-6.730348043536888,5.714526847143148e-4,0.7900268149125352,"CLIP_Down"
"30v5","Rps6ka3",-3.239074028722553,0.003179500613828164,0.0027405669707924766,"CLIP_Down"
"30v5","Rsbn1l",-3.182106928854923,0.04856289076349786,0.11762574397903482,"CLIP_Down"
"30v5","Rtraf",-5.7986432396941305,0.003643768937336149,0.05715065424505217,"CLIP_Down"
"30v5","Rusc1",-5.876259457100326,1.837339532621776e-5,-0.061158013649510935,"CLIP_Down"
"30v5","Rwdd1",-5.3481775030958065,0.0069033966766532005,0.005926496120198263,"CLIP_Down"
"30v5","Sall1",-5.3458441762152304,0.01846391448148797,-0.31546587371161555,"CLIP_Down"
"30v5","Scrib",-4.166360291165553,0.029722579881160206,-0.031929887383300576,"CLIP_Down"
"30v5","Scrn1",-2.4134677654264696,0.03468813393302149,-0.06253133846125154,"CLIP_Down"
"30v5","Scyl2",-3.4221319739061387,0.03302046746061741,0.30466094485466605,"CLIP_Down"
"30v5","Sec24a",-5.3268119299829975,0.0035096641502013115,0.40275273876597606,"CLIP_Down"
"30v5","Selenoi",-4.963885830920415,0.021194536957729125,-0.09016837898978522,"CLIP_Down"
"30v5","Septin11",-3.8668807812327155,0.007787488215557409,-0.06453923134338978,"CLIP_Down"
"30v5","Sesn1",-3.1828511151238588,0.032830883648879455,0.209680076862755,"CLIP_Down"
"30v5","Sf1",-3.853208363795703,0.0448804404691782,0.1483475525528534,"CLIP_Down"
"30v5","Sh3bgrl",-3.9217798392122694,0.008811162136642618,0.09922577441509138,"CLIP_Down"
"30v5","Sh3bp5",-4.039149824363053,0.016853836163979466,0.11072015649239542,"CLIP_Down"
"30v5","Sidt2",-5.704939704745935,0.015045889553466758,-0.0864415100988395,"CLIP_Down"
"30v5","Slc19a2",-5.529637831826043,0.0473351839198621,-0.004839074229020136,"CLIP_Down"
"30v5","Slc25a16",-4.63240754629592,0.03150666816866155,0.039475814271434005,"CLIP_Down"
"30v5","Slc25a26",-2.133235275029108,0.016715066994737637,-0.2042202950769977,"CLIP_Down"
"30v5","Slc39a12",-3.494738429409755,0.011074460669537402,-0.04888743326159857,"CLIP_Down"
"30v5","Slc41a1",-3.872862145269379,0.008612106954990945,0.06500024140930191,"CLIP_Down"
"30v5","Slc6a1",-4.306151717660008,0.02632840256970056,-0.03348130441718978,"CLIP_Down"
"30v5","Slmap",-4.946050512079271,1.329281430810238e-4,-0.07891187231978111,"CLIP_Down"
"30v5","Slx4",-4.48380005537664,0.0202751674159953,0.04667930541304417,"CLIP_Down"
"30v5","Smc4",-3.4814466329516525,0.0461921654753308,0.08188867829208359,"CLIP_Down"
"30v5","Smg8",-8.016318123602959,0.004470593702154819,0.2921034750057269,"CLIP_Down"
"30v5","Snx1",-3.8844222652527223,0.014729863923769819,0.05689855748195599,"CLIP_Down"
"30v5","Snx18",-4.621330217295147,0.021994623828353318,0.27896834458989095,"CLIP_Down"
"30v5","Snx7",-4.991307131359399,0.003230322245157194,-0.09463128912261037,"CLIP_Down"
"30v5","Socs3",-8.308240650929877,0.01678916468548239,0.32362211454102696,"CLIP_Down"
"30v5","Sox4",-8.833634186357827,0.002885835645769157,0.09813289568907285,"CLIP_Down"
"30v5","Spty2d1",-5.080789556180688,0.02128469979544825,0.5022687733121821,"CLIP_Down"
"30v5","Srebf1",-6.59761820777617,0.00868304124647516,-0.08107627368574438,"CLIP_Down"
