"gene_name","comparison","log2FC","pvalue","significance_status","labeled","label_direction"
"Pea15a","5v0",-0.309444961368172,0.445611596338973,"NS","No","Not_labeled"
"Peak1","5v0",-0.209204898700383,0.423733019243705,"NS","No","Not_labeled"
"Pef1","5v0",-4.21938615485974,0.0066166171840115,"CLIP_Down","No","Not_labeled"
"Peg10","5v0",-0.486669048507846,0.266617032983703,"NS","No","Not_labeled"
"Peg3","5v0",0.053795331544416,0.737510397313543,"NS","No","Not_labeled"
"Peli1","5v0",1.69689130062312,0.169090899944598,"NS","No","Not_labeled"
"Peli2","5v0",1.52164536923026,0.0341439272432659,"CLIP_Up","No","Not_labeled"
"Per1","5v0",-0.300880623718353,0.35389543328385,"NS","No","Not_labeled"
"Per2","5v0",1.33903704090078,0.271647571564609,"NS","No","Not_labeled"
"Per3","5v0",1.09407317554405,0.410638797412004,"NS","No","Not_labeled"
"Pex6","5v0",0.0313300132815977,0.947901205136069,"NS","No","Not_labeled"
"Pfas","5v0",2.75487475701384,0.0785875791601455,"NS","No","Not_labeled"
"Pfdn2","5v0",3.56258510564857,0.0666559291918661,"NS","No","Not_labeled"
"Pfkl","5v0",-0.369535641222405,0.5152587241208,"NS","No","Not_labeled"
"Pfkm","5v0",-1.03282287364366,0.0261003604049439,"CLIP_Down","No","Not_labeled"
"Pfkp","5v0",-0.274173930072019,0.59848315388802,"NS","No","Not_labeled"
"Pfn2","5v0",-0.166599746025699,0.757444935682374,"NS","No","Not_labeled"
"Pgam1","5v0",0.27816547360071,0.297335575081039,"NS","No","Not_labeled"
"Pgam5","5v0",1.83769776441829,0.26513243434961,"NS","No","Not_labeled"
"Pgap4","5v0",0.953245995427878,0.557253931522268,"NS","No","Not_labeled"
"Pgbd5","5v0",0.143553553718088,0.616439626687847,"NS","No","Not_labeled"
"Pgk1","5v0",-1.49471483035255,0.425871961848002,"NS","No","Not_labeled"
"Pgm2l1","5v0",-0.0914444726582699,0.713501592768149,"NS","No","Not_labeled"
"Pgs1","5v0",-3.35769948603733,0.0665249976902264,"NS","No","Not_labeled"
"Phactr1","5v0",-0.453513260979378,0.393033970271206,"NS","No","Not_labeled"
"Phactr3","5v0",1.17308069705776,0.164268846030181,"NS","No","Not_labeled"
"Phax","5v0",-1.82533036789375,0.225255833632243,"NS","No","Not_labeled"
"Phc2","5v0",0.200670267327285,0.857781351950595,"NS","No","Not_labeled"
"Phc3","5v0",0.621225908796879,0.258661413497625,"NS","No","Not_labeled"
"Phf10","5v0",0.848013427752522,0.593204291685982,"NS","No","Not_labeled"
"Phf14","5v0",-1.22784419219384,0.0730946398999278,"NS","No","Not_labeled"
"Phf2","5v0",-0.484119248287757,0.0808582218146927,"NS","No","Not_labeled"
"Phf20","5v0",0.191386094986122,0.645759725862001,"NS","No","Not_labeled"
"Phf20l1","5v0",0.745904570610568,0.048204697026529,"CLIP_Up","Yes","Increased"
"Phf24","5v0",-0.580106561113099,0.328193956609205,"NS","No","Not_labeled"
"Phf3","5v0",0.80459848011892,0.0543570677884127,"NS","No","Not_labeled"
"Phf6","5v0",-0.144817875585061,0.865280854370108,"NS","No","Not_labeled"
"Phip","5v0",0.140210603308,0.564333470417162,"NS","No","Not_labeled"
"Phkb","5v0",0.561002007476335,0.0818130816913655,"NS","No","Not_labeled"
"Phlpp1","5v0",0.395128436094676,0.128192269664991,"NS","No","Not_labeled"
"Phlpp2","5v0",0.131208137839322,0.479527080947714,"NS","No","Not_labeled"
"Phrf1","5v0",1.54619315363095,0.338347222249241,"NS","No","Not_labeled"
"Phyhip","5v0",-0.490704706034927,0.200686729651929,"NS","No","Not_labeled"
"Phyhipl","5v0",-0.0501802253238548,0.906930980027659,"NS","No","Not_labeled"
"Pi4k2a","5v0",0.563764300657819,0.624450545199537,"NS","No","Not_labeled"
"Pi4ka","5v0",0.0163660311906613,0.931540783252739,"NS","No","Not_labeled"
"Pi4kb","5v0",-0.90175333387043,0.134641274609919,"NS","No","Not_labeled"
"Pias1","5v0",-0.507174737982293,0.266733923942185,"NS","No","Not_labeled"
"Pias2","5v0",-0.34882558705934,0.437991648119946,"NS","No","Not_labeled"
"Picalm","5v0",-0.11034267992018,0.727627741720437,"NS","No","Not_labeled"
"Pigb","5v0",-1.1072389744526,0.454500347060589,"NS","No","Not_labeled"
"Pigq","5v0",-1.23028253650792,0.0747946993114725,"NS","No","Not_labeled"
"Pigt","5v0",-1.89782969793503,0.287076470574787,"NS","No","Not_labeled"
"Pik3c2a","5v0",1.24404285177689,0.33921042824639,"NS","No","Not_labeled"
"Pik3ca","5v0",-0.205092851427914,0.463100920245614,"NS","No","Not_labeled"
"Pik3cb","5v0",-0.132190254183161,0.766331137178282,"NS","No","Not_labeled"
"Pik3r1","5v0",-0.0426677731550078,0.91636663333386,"NS","No","Not_labeled"
"Pik3r2","5v0",-0.79585491153425,0.149765065744951,"NS","No","Not_labeled"
"Pik3r3","5v0",1.85866407587555,0.0450283458932572,"CLIP_Up","No","Not_labeled"
"Pik3r4","5v0",-1.57538746776151,0.151628288815001,"NS","No","Not_labeled"
"Pikfyve","5v0",0.269661853013069,0.366193220659184,"NS","No","Not_labeled"
"Pink1","5v0",-0.230007229186056,0.545683367245179,"NS","No","Not_labeled"
"Pip4k2a","5v0",-0.402656068745191,0.264017086475026,"NS","No","Not_labeled"
"Pip4k2b","5v0",-0.260340879105389,0.616161292144444,"NS","No","Not_labeled"
"Pip4k2c","5v0",0.67446592726038,0.203387176949695,"NS","No","Not_labeled"
"Pip5k1a","5v0",-0.296890705976523,0.342646285348585,"NS","No","Not_labeled"
"Pip5k1b","5v0",-0.182367732223781,0.724859651363459,"NS","No","Not_labeled"
"Pip5k1c","5v0",-0.315758964149795,0.391330761087837,"NS","No","Not_labeled"
"Pitpna","5v0",0.376232823845468,0.457860385289339,"NS","No","Not_labeled"
"Pitpnc1","5v0",0.934634772953644,0.269966293876538,"NS","No","Not_labeled"
"Pitpnm1","5v0",0.0070502935437311,0.986996788516247,"NS","No","Not_labeled"
"Pitpnm2","5v0",-0.590770356536252,0.143068236060562,"NS","No","Not_labeled"
"Pitpnm3","5v0",1.03838172487512,0.285577081354537,"NS","No","Not_labeled"
"Pja1","5v0",-0.599141785990823,0.542528950587315,"NS","No","Not_labeled"
"Pja2","5v0",-0.429859986650415,0.140004695126991,"NS","No","Not_labeled"
"Pkd1","5v0",1.21038262729045,0.392947875402698,"NS","No","Not_labeled"
"Pkia","5v0",0.807483352005904,0.391940524949097,"NS","No","Not_labeled"
"Pkm","5v0",0.0458093430448399,0.76576971605367,"NS","No","Not_labeled"
"Pkn1","5v0",-2.34478370778222,0.123592690745927,"NS","No","Not_labeled"
"Pkp4","5v0",-0.669126248899937,0.173457356961124,"NS","No","Not_labeled"
"Pla2g7","5v0",0.0413059464346208,0.892371902865602,"NS","No","Not_labeled"
"Plaa","5v0",1.10766663649678,0.22935765197304,"NS","No","Not_labeled"
"Plagl2","5v0",5.1406892540546,9.62525564057905e-07,"CLIP_Up","No","Not_labeled"
"Plcb1","5v0",-0.0954951391054077,0.774573454913888,"NS","No","Not_labeled"
"Plcb4","5v0",0.282478129455406,0.737994127981273,"NS","No","Not_labeled"
"Plce1","5v0",0.31562738427682,0.705929485935192,"NS","No","Not_labeled"
"Plcg1","5v0",-2.31951917792871,0.0709838159495596,"NS","No","Not_labeled"
"Plcl1","5v0",0.227542286741378,0.436562469635667,"NS","No","Not_labeled"
"Plcl2","5v0",0.311778742810291,0.0793337825117102,"NS","No","Not_labeled"
"Plcxd2","5v0",-0.556976737877163,0.183541594285428,"NS","No","Not_labeled"
"Pld3","5v0",-0.721904372450964,0.0433514641473288,"CLIP_Down","No","Not_labeled"
"Plek","5v0",0.225617039712591,0.814378013825997,"NS","No","Not_labeled"
"Plekha1","5v0",1.67979500460348,0.158182417581132,"NS","No","Not_labeled"
"Plekha2","5v0",0.934583968710906,0.0300089858962935,"CLIP_Up","No","Not_labeled"
"Plekha3","5v0",-0.426720025541516,0.310092106672477,"NS","No","Not_labeled"
"Plekha5","5v0",0.302936736400827,0.745444991071906,"NS","No","Not_labeled"
"Plekha6","5v0",0.678832012490773,0.52389497143218,"NS","No","Not_labeled"
"Plekhb2","5v0",-0.466900390380319,0.344934146692414,"NS","No","Not_labeled"
"Plekhg1","5v0",0.84685283937815,0.166030984735165,"NS","No","Not_labeled"
"Plekhg5","5v0",-1.06104662097217,0.30061730125625,"NS","No","Not_labeled"
"Plekhh1","5v0",-0.482426626444303,0.431555480810539,"NS","No","Not_labeled"
"Plekhm1","5v0",-0.389536555972592,0.535409485831869,"NS","No","Not_labeled"
"Plekhm2","5v0",-0.0445296495490766,0.763330894067074,"NS","No","Not_labeled"
"Plekhm3","5v0",0.367428210317176,0.411736698586802,"NS","No","Not_labeled"
"Plk2","5v0",-0.210902858565416,0.509532096945171,"NS","No","Not_labeled"
"Plp1","5v0",0.193663509725383,0.402196819474453,"NS","No","Not_labeled"
"Plpp3","5v0",0.440210826163351,0.371146548618731,"NS","No","Not_labeled"
"Plpp7","5v0",2.8697413784585,0.0388221099231291,"CLIP_Up","No","Not_labeled"
"Plppr2","5v0",-0.163337040798768,0.704088104725065,"NS","No","Not_labeled"
"Plppr4","5v0",-0.0588750716725146,0.873703570447465,"NS","No","Not_labeled"
"Pls3","5v0",-0.758713073979528,0.140522721506529,"NS","No","Not_labeled"
"Plxdc2","5v0",-1.29921583941119,0.0403109411073738,"CLIP_Down","No","Not_labeled"
"Plxna1","5v0",-0.291909852177893,0.194409870195829,"NS","No","Not_labeled"
"Plxna2","5v0",-0.220112368942211,0.314621737093904,"NS","No","Not_labeled"
"Plxna4","5v0",-0.196957994019188,0.479938759400829,"NS","No","Not_labeled"
"Plxnb1","5v0",2.12062328076167,0.220927411749629,"NS","No","Not_labeled"
"Plxnb2","5v0",-0.0381351901743328,0.925680911357067,"NS","No","Not_labeled"
"Plxnc1","5v0",0.0254880404248472,0.955632909997556,"NS","No","Not_labeled"
"Plxnd1","5v0",1.19585721792324,0.373119331018037,"NS","No","Not_labeled"
"Pmepa1","5v0",1.49756307786887,0.0863917553808293,"NS","No","Not_labeled"
"Pnisr","5v0",0.334345635598201,0.5948795200994,"NS","No","Not_labeled"
"Pnkd","5v0",0.628270204015552,0.341826641619748,"NS","No","Not_labeled"
"Pnma2","5v0",1.24678328829921,0.451011523993369,"NS","No","Not_labeled"
"Pnma8b","5v0",-0.441497644589194,0.535835030386207,"NS","No","Not_labeled"
"Pnn","5v0",-2.1842040992016,0.192909492662848,"NS","No","Not_labeled"
"Pnpla6","5v0",1.79895077469723,0.15253352327231,"NS","No","Not_labeled"
"Pnpla8","5v0",0.557896941287643,0.2913886573153,"NS","No","Not_labeled"
"Pnrc1","5v0",-0.148846091152917,0.647668817156314,"NS","No","Not_labeled"
"Pogk","5v0",1.70119662109649,0.388065434103528,"NS","No","Not_labeled"
"Pogz","5v0",1.35691915377523,0.400942810903957,"NS","No","Not_labeled"
"Poldip2","5v0",-1.50490255369597,0.0332563772995076,"CLIP_Down","No","Not_labeled"
"Poldip3","5v0",-1.6416031364307,0.234794467370505,"NS","No","Not_labeled"
"Polg","5v0",0.416200326279205,0.519319323041817,"NS","No","Not_labeled"
"Polr1a","5v0",0.302920498821869,0.781236595470603,"NS","No","Not_labeled"
"Polr2a","5v0",-0.0407560198756602,0.916060753180681,"NS","No","Not_labeled"
"Polr2b","5v0",0.160292037420676,0.757642909963486,"NS","No","Not_labeled"
"Polr2m","5v0",0.228588560988229,0.579128468583336,"NS","No","Not_labeled"
"Polr3e","5v0",-0.824444888341508,0.536152910519865,"NS","No","Not_labeled"
"Polr3h","5v0",-0.0634610471876558,0.873593482788799,"NS","No","Not_labeled"
"Pom121","5v0",-0.811973774080553,0.0377680032474955,"CLIP_Down","No","Not_labeled"
"Pou2f1","5v0",0.0907320708185688,0.859569443436342,"NS","No","Not_labeled"
"Pou3f1","5v0",1.06705525874966,0.0344795205562015,"CLIP_Up","No","Not_labeled"
"Pou3f3","5v0",0.0316699656565866,0.803514133149165,"NS","No","Not_labeled"
"Pou6f1","5v0",-0.368797142185385,0.197415136018752,"NS","No","Not_labeled"
"Ppa2","5v0",1.5512416300143,0.167009497281098,"NS","No","Not_labeled"
"Ppargc1a","5v0",0.228905236798205,0.3973246994139,"NS","No","Not_labeled"
"Ppfia1","5v0",1.39302400649822,0.322436414053256,"NS","No","Not_labeled"
"Ppfia2","5v0",0.00107359979204702,0.997733655291597,"NS","No","Not_labeled"
"Ppfia3","5v0",-0.110476258566118,0.780466327604892,"NS","No","Not_labeled"
"Ppfia4","5v0",-1.46595047371329,0.342700309800245,"NS","No","Not_labeled"
"Ppfibp1","5v0",0.900343430007843,0.283069819293005,"NS","No","Not_labeled"
"Pphln1","5v0",2.40139866329147,0.0754943056273078,"NS","No","Not_labeled"
"Ppig","5v0",-0.570905842101872,0.278123432780029,"NS","No","Not_labeled"
"Ppip5k1","5v0",-0.748210601425712,0.0789350805961165,"NS","No","Not_labeled"
"Ppip5k2","5v0",-0.595357781669233,0.236664281493954,"NS","No","Not_labeled"
"Ppm1a","5v0",0.687646562619304,0.618164402595807,"NS","No","Not_labeled"
"Ppm1b","5v0",-0.213181581511498,0.567190176321219,"NS","No","Not_labeled"
"Ppm1e","5v0",-0.115024700335247,0.701826832211634,"NS","No","Not_labeled"
"Ppm1h","5v0",1.1022436020109,0.142270740498141,"NS","No","Not_labeled"
"Ppm1k","5v0",-0.486539062671284,0.515108171298645,"NS","No","Not_labeled"
"Ppm1l","5v0",-0.52649244007043,0.0427523127956329,"CLIP_Down","No","Not_labeled"
"Ppp1ca","5v0",0.191580460786669,0.650702295772514,"NS","No","Not_labeled"
"Ppp1cb","5v0",-0.0910380242687605,0.548665150047719,"NS","No","Not_labeled"
"Ppp1cc","5v0",-1.11342751897229,0.165630188365115,"NS","No","Not_labeled"
"Ppp1r10","5v0",-0.367377268237952,0.253080036181411,"NS","No","Not_labeled"
"Ppp1r12a","5v0",-0.0660936499967947,0.879048094292763,"NS","No","Not_labeled"
"Ppp1r12b","5v0",0.0534353914031949,0.888230221151487,"NS","No","Not_labeled"
"Ppp1r12c","5v0",1.21621708467761,0.431297609864084,"NS","No","Not_labeled"
"Ppp1r13b","5v0",-0.592179233509448,0.152992666949751,"NS","No","Not_labeled"
"Ppp1r15a","5v0",2.17912160579081,0.287209129066513,"NS","No","Not_labeled"
"Ppp1r15b","5v0",0.0622377702719534,0.848517643076064,"NS","No","Not_labeled"
"Ppp1r16b","5v0",-0.237768016654597,0.398367908327576,"NS","No","Not_labeled"
"Ppp1r1a","5v0",1.49805823258426,0.325437405676239,"NS","No","Not_labeled"
"Ppp1r2","5v0",0.630614114204533,0.224893700502728,"NS","No","Not_labeled"
"Ppp1r21","5v0",-0.00289321675709875,0.995035472667695,"NS","No","Not_labeled"
"Ppp1r26","5v0",-0.792097262034345,0.129069259895578,"NS","No","Not_labeled"
"Ppp1r37","5v0",0.0813404683214198,0.696222586948476,"NS","No","Not_labeled"
"Ppp1r7","5v0",-0.154758938425192,0.87692414665504,"NS","No","Not_labeled"
"Ppp1r9a","5v0",0.165186384143613,0.372787038968608,"NS","No","Not_labeled"
"Ppp1r9b","5v0",-0.489665295453426,0.10238590215549,"NS","No","Not_labeled"
"Ppp2ca","5v0",0.20661438581037,0.586065631034453,"NS","No","Not_labeled"
"Ppp2r1a","5v0",0.0651553360268906,0.865832809847426,"NS","No","Not_labeled"
"Ppp2r2a","5v0",0.0984988936497431,0.745700103704812,"NS","No","Not_labeled"
"Ppp2r2b","5v0",0.349178463528716,0.693029964499071,"NS","No","Not_labeled"
"Ppp2r2c","5v0",-0.197537324920608,0.440788247539584,"NS","No","Not_labeled"
"Ppp2r3a","5v0",-0.289239106126489,0.625481023696383,"NS","No","Not_labeled"
"Ppp2r5a","5v0",-0.239233306999314,0.359622506014437,"NS","No","Not_labeled"
"Ppp2r5c","5v0",0.063727111442093,0.641185202280323,"NS","No","Not_labeled"
"Ppp2r5e","5v0",-0.0860566496577382,0.796929771516456,"NS","No","Not_labeled"
"Ppp3ca","5v0",-0.14245263984563,0.67329942362682,"NS","No","Not_labeled"
"Ppp3cb","5v0",-0.302027810684254,0.160732149854043,"NS","No","Not_labeled"
"Ppp3r1","5v0",-0.253502285410501,0.427157510601266,"NS","No","Not_labeled"
"Ppp4r2","5v0",0.683299068008314,0.33417592504052,"NS","No","Not_labeled"
"Ppp4r3a","5v0",-0.259146694861797,0.496414117618201,"NS","No","Not_labeled"
"Ppp4r3b","5v0",-0.0714073344448334,0.910505117798306,"NS","No","Not_labeled"
"Ppp4r4","5v0",0.449755869060845,0.166657745134466,"NS","No","Not_labeled"
"Ppp5c","5v0",0.651952450542806,0.654852940259837,"NS","No","Not_labeled"
"Ppp6c","5v0",1.41345439750005,0.19513325937061,"NS","No","Not_labeled"
"Ppp6r1","5v0",-0.193597940220468,0.138692136167962,"NS","No","Not_labeled"
"Ppp6r2","5v0",-0.137914509560921,0.710142343024843,"NS","No","Not_labeled"
"Ppp6r3","5v0",-0.292096640977754,0.355608284652724,"NS","No","Not_labeled"
"Pprc1","5v0",1.22876942700864,0.448428054232413,"NS","No","Not_labeled"
"Ppt1","5v0",0.0672318060546866,0.893105733721059,"NS","No","Not_labeled"
"Pptc7","5v0",-1.71174295336665,0.170595123840196,"NS","No","Not_labeled"
"Prdm11","5v0",1.05329368064027,0.299874016372669,"NS","No","Not_labeled"
"Prdm2","5v0",0.011926037265364,0.975890306651525,"NS","No","Not_labeled"
"Prep","5v0",-0.986486044638042,0.266517563186562,"NS","No","Not_labeled"
"Prepl","5v0",0.0282065108353793,0.922239405136792,"NS","No","Not_labeled"
"Prex1","5v0",0.318070910956765,0.645270718007903,"NS","No","Not_labeled"
"Prex2","5v0",0.499461140084894,0.347682577013994,"NS","No","Not_labeled"
"Prickle1","5v0",1.2200100139758,0.382376875378595,"NS","No","Not_labeled"
"Prickle2","5v0",0.0250617127809907,0.933516184739599,"NS","No","Not_labeled"
"Prkaa1","5v0",0.0106409591850003,0.982678359995107,"NS","No","Not_labeled"
"Prkaca","5v0",0.0344163269169409,0.959184081195718,"NS","No","Not_labeled"
"Prkacb","5v0",-0.0794184305776655,0.737500877197715,"NS","No","Not_labeled"
"Prkar1a","5v0",-0.12547788165639,0.606091135672786,"NS","No","Not_labeled"
"Prkar1b","5v0",-0.242802005645448,0.315077645840669,"NS","No","Not_labeled"
"Prkar2a","5v0",0.261019430199659,0.57948150748382,"NS","No","Not_labeled"
"Prkar2b","5v0",1.32753618523512,0.137042690093658,"NS","No","Not_labeled"
"Prkca","5v0",-0.115795627955138,0.466725624838231,"NS","No","Not_labeled"
"Prkcb","5v0",-0.120486234311223,0.761748322696267,"NS","No","Not_labeled"
"Prkce","5v0",-0.134567757010916,0.602254576086942,"NS","No","Not_labeled"
"Prkcg","5v0",-0.540474774425768,0.315087046994784,"NS","No","Not_labeled"
"Prkcz","5v0",0.0145136245985364,0.958761164520465,"NS","No","Not_labeled"
"Prkd3","5v0",-1.67839507971782,0.25735193278653,"NS","No","Not_labeled"
"Prkdc","5v0",0.918400439688944,0.114727967840812,"NS","No","Not_labeled"
"Prlr","5v0",1.06770439210031,0.0493983968937929,"CLIP_Up","No","Not_labeled"
"Prnp","5v0",-0.411782441485933,0.168097388583773,"NS","No","Not_labeled"
"Prox1","5v0",-0.610020357014156,0.154387069468279,"NS","No","Not_labeled"
"Prpf39","5v0",0.675922848900514,0.627931466131592,"NS","No","Not_labeled"
"Prpf40a","5v0",0.199411903773837,0.618706911472054,"NS","No","Not_labeled"
"Prpf4b","5v0",-0.202376100709136,0.535640769427728,"NS","No","Not_labeled"
"Prpf6","5v0",1.00930003966277,0.26579578845584,"NS","No","Not_labeled"
"Prpf8","5v0",-0.0895319205644931,0.644579040530503,"NS","No","Not_labeled"
"Prr12","5v0",-0.536654472229675,0.235171277238966,"NS","No","Not_labeled"
"Prr14l","5v0",-0.0607485133999921,0.724771610906494,"NS","No","Not_labeled"
"Prr18","5v0",2.54048085202192,0.281370673302065,"NS","No","Not_labeled"
"Prrc2a","5v0",-0.0683580289536083,0.695501206612091,"NS","No","Not_labeled"
"Prrc2b","5v0",-0.120607449191786,0.456460212795428,"NS","No","Not_labeled"
"Prrc2c","5v0",0.0525171050666495,0.852558910365666,"NS","No","Not_labeled"
"Prrt2","5v0",0.312118962431127,0.47988884387993,"NS","No","Not_labeled"
"Psat1","5v0",1.05222869219938,0.456320804940506,"NS","No","Not_labeled"
"Psd","5v0",-0.251525852621899,0.522358126527068,"NS","No","Not_labeled"
"Psd3","5v0",0.164154083240288,0.681000679315064,"NS","No","Not_labeled"
"Psen1","5v0",-0.990493377364867,0.103120736595391,"NS","No","Not_labeled"
"Psip1","5v0",0.179960446678991,0.538983898425102,"NS","No","Not_labeled"
"Psmb7","5v0",0.79474905680956,0.381080018940683,"NS","No","Not_labeled"
"Psmc1","5v0",-0.0967847213370741,0.832554454121998,"NS","No","Not_labeled"
"Psmd1","5v0",0.763270269299716,0.110465217954607,"NS","No","Not_labeled"
"Psmd2","5v0",0.121171181917106,0.746389365579249,"NS","No","Not_labeled"
"Psmd3","5v0",-2.35121296249639,0.157748181752031,"NS","No","Not_labeled"
"Psmd8","5v0",-0.217606459314723,0.547590997548647,"NS","No","Not_labeled"
"Psme3","5v0",1.29744126077431,0.440308466170188,"NS","No","Not_labeled"
"Psme4","5v0",0.0671727348645406,0.903362108466672,"NS","No","Not_labeled"
"Ptbp2","5v0",-0.0493533023128816,0.898543668368578,"NS","No","Not_labeled"
"Ptbp3","5v0",0.0603744971411846,0.922788019620306,"NS","No","Not_labeled"
"Ptch1","5v0",-1.1540607725973,0.178600736563068,"NS","No","Not_labeled"
"Pten","5v0",-0.0545669575925984,0.798743255049232,"NS","No","Not_labeled"
"Ptges3","5v0",0.0993630487870023,0.86612493595208,"NS","No","Not_labeled"
"Ptgs2","5v0",3.97605388016408,0.0630611162496468,"NS","No","Not_labeled"
"Ptk2","5v0",-0.328229405947623,0.337023850657548,"NS","No","Not_labeled"
"Ptk2b","5v0",-0.719628379507897,0.0785544004358421,"NS","No","Not_labeled"
"Ptma","5v0",0.301812731657958,0.49009150389288,"NS","No","Not_labeled"
"Ptov1","5v0",-0.306568657190782,0.616252753754445,"NS","No","Not_labeled"
"Ptp4a1","5v0",2.40302088717671,0.250579042889892,"NS","No","Not_labeled"
"Ptp4a2","5v0",0.201332367761293,0.671970291538875,"NS","No","Not_labeled"
"Ptpn1","5v0",0.181265693932995,0.805779818107966,"NS","No","Not_labeled"
"Ptpn11","5v0",-0.0683163975673322,0.896461456400189,"NS","No","Not_labeled"
"Ptpn12","5v0",-1.16677240071918,0.280167799105452,"NS","No","Not_labeled"
"Ptpn13","5v0",-0.0404460017925308,0.930228694789103,"NS","No","Not_labeled"
"Ptpn3","5v0",0.759345172403049,0.487997637825955,"NS","No","Not_labeled"
"Ptpn4","5v0",0.495182284837205,0.114961559981935,"NS","No","Not_labeled"
"Ptpn5","5v0",-1.18794882842416,0.417999622177653,"NS","No","Not_labeled"
"Ptpra","5v0",-0.568652272485566,0.249765073220651,"NS","No","Not_labeled"
"Ptprd","5v0",0.386077852136503,0.237335517612784,"NS","No","Not_labeled"
"Ptprf","5v0",0.69548613839365,0.6290339688437,"NS","No","Not_labeled"
"Ptprj","5v0",-0.304546837524702,0.330398784455136,"NS","No","Not_labeled"
"Ptprm","5v0",-0.187684351103405,0.736526808396551,"NS","No","Not_labeled"
"Ptprn","5v0",-0.401674983333574,0.103423179365446,"NS","No","Not_labeled"
"Ptprn2","5v0",-0.407708394392124,0.135547549735952,"NS","No","Not_labeled"
"Ptpro","5v0",0.735929726874926,0.397310145642425,"NS","No","Not_labeled"
"Ptprs","5v0",-0.476864171133146,0.119889051739649,"NS","No","Not_labeled"
"Ptprt","5v0",0.540537763512938,0.406253911438811,"NS","No","Not_labeled"
"Ptpru","5v0",0.272597361616287,0.648941268292176,"NS","No","Not_labeled"
"Ptprz1","5v0",0.186759474509403,0.615299199632186,"NS","No","Not_labeled"
"Pum1","5v0",-0.248567260885126,0.470599480853925,"NS","No","Not_labeled"
"Pum2","5v0",-0.40916419183245,0.24822818392585,"NS","No","Not_labeled"
"Pura","5v0",-0.0251381989859274,0.946418512473726,"NS","No","Not_labeled"
"Purb","5v0",0.198895192631383,0.522299432103486,"NS","No","Not_labeled"
"Purg","5v0",0.325098565260643,0.800369029789645,"NS","No","Not_labeled"
"Pwwp2a","5v0",-0.932700993914651,0.245265345079704,"NS","No","Not_labeled"
"Pxdn","5v0",-0.947931456605973,0.239548893476758,"NS","No","Not_labeled"
"Pxk","5v0",-0.985607051551038,0.355264560610854,"NS","No","Not_labeled"
"Pygb","5v0",-0.0229223988844476,0.971657428364413,"NS","No","Not_labeled"
"Pygo1","5v0",0.259815290476904,0.583462859634966,"NS","No","Not_labeled"
"Qki","5v0",0.59423444331891,0.0244965853322304,"CLIP_Up","No","Not_labeled"
"Qrich1","5v0",-0.120368254456732,0.597891746824104,"NS","No","Not_labeled"
"Qser1","5v0",-0.215893126601252,0.460140169354166,"NS","No","Not_labeled"
"R3hdm1","5v0",0.557309596612442,0.141696646700846,"NS","No","Not_labeled"
"R3hdm4","5v0",1.55855525490481,0.388285023215874,"NS","No","Not_labeled"
"Rab10","5v0",-0.0122689691838467,0.979353476639652,"NS","No","Not_labeled"
"Rab11a","5v0",0.0316384499217839,0.934406719723124,"NS","No","Not_labeled"
"Rab11b","5v0",0.429441667388368,0.166012929795628,"NS","No","Not_labeled"
"Rab11fip2","5v0",-0.078766524071745,0.854277010940286,"NS","No","Not_labeled"
"Rab11fip3","5v0",-0.445648819252074,0.279848455065367,"NS","No","Not_labeled"
"Rab11fip4","5v0",-0.375514465454587,0.170114250783408,"NS","No","Not_labeled"
"Rab12","5v0",-0.11724559061381,0.724487877099753,"NS","No","Not_labeled"
"Rab14","5v0",-0.43278679048397,0.0846673498742524,"NS","No","Not_labeled"
"Rab15","5v0",-0.523699724525439,0.480198993556872,"NS","No","Not_labeled"
"Rab18","5v0",0.0224438303185781,0.968517691621793,"NS","No","Not_labeled"
"Rab1a","5v0",2.15491236266815,0.186680639524499,"NS","No","Not_labeled"
"Rab21","5v0",0.161003072511107,0.787905955370628,"NS","No","Not_labeled"
"Rab22a","5v0",-0.472319132336969,0.269864667675216,"NS","No","Not_labeled"
"Rab2a","5v0",-0.182023141305315,0.590005139015684,"NS","No","Not_labeled"
"Rab30","5v0",2.33656928362849,0.0262611093754136,"CLIP_Up","No","Not_labeled"
"Rab39b","5v0",-0.326055691092046,0.236849629176758,"NS","No","Not_labeled"
"Rab3a","5v0",-0.101516005725647,0.770238047670817,"NS","No","Not_labeled"
"Rab3c","5v0",0.835376707455188,0.123910782418742,"NS","No","Not_labeled"
"Rab3gap1","5v0",-0.131152027422375,0.728848118971953,"NS","No","Not_labeled"
"Rab3gap2","5v0",-0.10198610875177,0.776894786283893,"NS","No","Not_labeled"
"Rab43","5v0",3.59768358012434,0.0119643474127705,"CLIP_Up","No","Not_labeled"
"Rab5a","5v0",-0.217223290284161,0.602924458558114,"NS","No","Not_labeled"
"Rab5c","5v0",-0.87654564342121,0.138213540361899,"NS","No","Not_labeled"
"Rab6a","5v0",0.327695502460414,0.175824696712453,"NS","No","Not_labeled"
"Rab6b","5v0",-0.0333249705579099,0.822917713354905,"NS","No","Not_labeled"
"Rab7","5v0",1.61427413774475,0.233470945566837,"NS","No","Not_labeled"
"Rabep1","5v0",1.03553959418097,0.284150172600323,"NS","No","Not_labeled"
"Rabgap1","5v0",-0.0137331997414356,0.929625385443276,"NS","No","Not_labeled"
"Rabgap1l","5v0",-0.330137816068429,0.215559851031406,"NS","No","Not_labeled"
