"gene_name","CLIP_log2FC_5v0","CLIP_pvalue_5v0","Significant_5v0","Direction_5v0","CLIP_log2FC_30v5","CLIP_pvalue_30v5","Significant_30v5","Direction_30v5","Detected_in_5v0_CLIP_analysis","Detected_in_30v5_CLIP_analysis"
"Med13l",-0.12989081648087364,0.5427400845901665,FALSE,"Not significant",0.983510742688928,0.027461328525677224,TRUE,"Increased",TRUE,TRUE
"Mical2",-0.17036955840380408,0.6917460975027312,FALSE,"Not significant",1.255438874275268,0.026797578779849982,TRUE,"Increased",TRUE,TRUE
"Mical3",0.2975119820728991,0.4315066928850405,FALSE,"Not significant",-0.262158807449008,0.7078138223345674,FALSE,"Not significant",TRUE,TRUE
"Mink1",-1.3536854573154078,0.008785843511041223,TRUE,"Decreased",3.0014007836922945,2.1812647697726773e-4,TRUE,"Increased",TRUE,TRUE
"Mllt6",-0.004062417844798105,0.9932024189185209,FALSE,"Not significant",0.5776292701523884,0.34629679431854876,FALSE,"Not significant",TRUE,TRUE
"Mpped1",-0.174669324597152,0.8048874920634959,FALSE,"Not significant",-0.7913437212283263,0.6200611035125143,FALSE,"Not significant",TRUE,TRUE
"Mprip",-0.1254091825545003,0.24738540945091106,FALSE,"Not significant",0.7831747474328421,0.038566851362912095,TRUE,"Increased",TRUE,TRUE
"Mta3",NA,NA,FALSE,"Not detected",NA,NA,FALSE,"Not detected",FALSE,FALSE
"Mycbp2",-0.4434006846380756,0.14170917807003505,FALSE,"Not significant",0.7084050133904123,0.06085633407722658,FALSE,"Not significant",TRUE,TRUE
"Nav3",-0.5125942862809487,0.10247413710351569,FALSE,"Not significant",1.072516736317474,0.020874343949314426,TRUE,"Increased",TRUE,TRUE
"Nbea",-0.21465976462665637,0.23629173973864248,FALSE,"Not significant",0.4713762738288394,0.196708184276141,FALSE,"Not significant",TRUE,TRUE
"Ncdn",-0.27005843223305703,0.32874036417283875,FALSE,"Not significant",1.8170441465725928,0.004421359025193172,TRUE,"Increased",TRUE,TRUE
"Nckap1",-0.1362035686699583,0.5751221262618031,FALSE,"Not significant",0.8352970689384298,0.06636972857849865,FALSE,"Not significant",TRUE,TRUE
"Ncoa1",-0.06709958917734093,0.7726827490406333,FALSE,"Not significant",0.5225566487851232,0.23443946979165944,FALSE,"Not significant",TRUE,TRUE
"Ncor1",-0.33077269774543216,0.18024327065034493,FALSE,"Not significant",1.1090949853108998,0.0405831740620073,TRUE,"Increased",TRUE,TRUE
"Ncor2",-0.6833210755230531,0.2520638360194429,FALSE,"Not significant",1.3070153760653689,0.41587931607447925,FALSE,"Not significant",TRUE,TRUE
"Ncs1",-0.18270433621943738,0.571815557274217,FALSE,"Not significant",0.5184318716878877,0.4763640314858778,FALSE,"Not significant",TRUE,TRUE
"Ndst1",-0.5426456125002854,0.21498512171232179,FALSE,"Not significant",0.9129584919614162,0.19119149412715758,FALSE,"Not significant",TRUE,TRUE
"Ndst4",0.2655324236438771,0.6043482533510491,FALSE,"Not significant",1.0980305231338852,0.4468514957267382,FALSE,"Not significant",TRUE,TRUE
"Nedd4l",-0.31302380332778057,0.29205872357639867,FALSE,"Not significant",0.8632472499540516,0.06919514490452025,FALSE,"Not significant",TRUE,TRUE
"Neurl1a",-0.6989432434343383,0.20732026834062142,FALSE,"Not significant",0.9639821128770647,0.21981459433817066,FALSE,"Not significant",TRUE,TRUE
"Neurl1b",0.4151747590744481,0.43866141123138824,FALSE,"Not significant",-1.5882083443013881,0.3799018809711795,FALSE,"Not significant",TRUE,TRUE
"Nf1",-0.12438225214518006,0.6854628525984552,FALSE,"Not significant",0.3230538807780441,0.4541515162872892,FALSE,"Not significant",TRUE,TRUE
"Nisch",-0.06233938570454978,0.6469541802316792,FALSE,"Not significant",0.7444453271768108,0.16383086966622307,FALSE,"Not significant",TRUE,TRUE
"Nol8",-0.6395161862898489,0.3935922340656941,FALSE,"Not significant",-3.046701388190389,0.07501297941220884,FALSE,"Not significant",TRUE,TRUE
"Npas2",0.14332882325147245,0.8223122965996632,FALSE,"Not significant",0.6975325876751144,0.4148309721571176,FALSE,"Not significant",TRUE,TRUE
"Nr3c2",-0.45745202820923203,0.13633724902987499,FALSE,"Not significant",1.6409153594051737,0.0012428766700592507,TRUE,"Increased",TRUE,TRUE
"Nr4a2",0.5073101691920039,0.22077673993821345,FALSE,"Not significant",1.3632181739119877,0.06790584596193995,FALSE,"Not significant",TRUE,TRUE
"Nsmf",NA,NA,FALSE,"Not detected",NA,NA,FALSE,"Not detected",FALSE,FALSE
"Ntng2",NA,NA,FALSE,"Not detected",NA,NA,FALSE,"Not detected",FALSE,FALSE
"Ntrk3",0.20757678219032472,0.730286752304568,FALSE,"Not significant",-0.2330112293729184,0.7878173910167537,FALSE,"Not significant",TRUE,TRUE
"Olfm1",-0.39137059788410866,0.084782405966215,FALSE,"Not significant",1.4162012440984197,0.039542061571796586,TRUE,"Increased",TRUE,TRUE
"Palm",-0.8962637696817528,0.12495764969630996,FALSE,"Not significant",-1.0904991031526605,0.5195758934494303,FALSE,"Not significant",TRUE,TRUE
"Panx2",-0.7079609677798429,0.07678998372328673,FALSE,"Not significant",1.0683320684588757,0.05661688167943698,FALSE,"Not significant",TRUE,TRUE
"Pclo",-0.2547987780810379,0.35350378070019334,FALSE,"Not significant",0.6410066909197267,0.15659555841671238,FALSE,"Not significant",TRUE,TRUE
"Pcnx",-0.23459524449435865,0.14911139884656754,FALSE,"Not significant",0.6589647666150595,0.013790763767173772,TRUE,"Increased",TRUE,TRUE
"Pde2a",-0.1698852544213345,0.5973880914247555,FALSE,"Not significant",1.204204665663883,0.029052511595109562,TRUE,"Increased",TRUE,TRUE
"Pds5a",0.5851039686828123,0.27394392196437384,FALSE,"Not significant",-0.9536887674068404,0.16224603697034143,FALSE,"Not significant",TRUE,TRUE
"Pds5b",0.01594873203075675,0.952810936010619,FALSE,"Not significant",0.38816435095123847,0.3740214134600379,FALSE,"Not significant",TRUE,TRUE
"Phlpp1",0.39512843609467607,0.12819226966499134,FALSE,"Not significant",0.09559418727176672,0.8283344893149215,FALSE,"Not significant",TRUE,TRUE
"Pi4ka",0.016366031190661268,0.9315407832527394,FALSE,"Not significant",0.13964692980261795,0.7381124554425544,FALSE,"Not significant",TRUE,TRUE
"Pik3r2",-0.7958549115342497,0.14976506574495105,FALSE,"Not significant",1.6266402857896747,0.5404767743021558,FALSE,"Not significant",TRUE,TRUE
"Pip5k1c",-0.3157589641497953,0.3913307610878372,FALSE,"Not significant",1.3875500779660461,0.025844678106563608,TRUE,"Increased",TRUE,TRUE
"Pitpnm1",0.007050293543731101,0.9869967885162471,FALSE,"Not significant",1.6906413004702152,0.0420978110228984,TRUE,"Increased",TRUE,TRUE
"Pitpnm2",-0.5907703565362517,0.14306823606056168,FALSE,"Not significant",1.160506604009798,0.0267135004503684,TRUE,"Increased",TRUE,TRUE
"Pkp4",-0.6691262488999369,0.1734573569611245,FALSE,"Not significant",1.1313679217036148,0.4693951009149139,FALSE,"Not significant",TRUE,TRUE
"Pld3",-0.7219043724509642,0.04335146414732881,TRUE,"Decreased",2.9079279971910017,0.1433816908033988,FALSE,"Not significant",TRUE,TRUE
"Plxna1",-0.2919098521778931,0.19440987019582903,FALSE,"Not significant",0.952696189076403,0.08560472607977583,FALSE,"Not significant",TRUE,TRUE
"Pou3f3",0.03166996565658664,0.8035141331491649,FALSE,"Not significant",0.4855545434874404,0.23623284408146533,FALSE,"Not significant",TRUE,TRUE
"Ppp1r37",0.08134046832141983,0.6962225869484757,FALSE,"Not significant",-0.9599904724567981,0.6181128106108175,FALSE,"Not significant",TRUE,TRUE
"Ppp1r9b",-0.48966529545342574,0.10238590215549032,FALSE,"Not significant",1.4213959543875037,0.012445574401725482,TRUE,"Increased",TRUE,TRUE
"Ppp2r2c",-0.19753732492060827,0.440788247539584,FALSE,"Not significant",1.0347696125722896,0.02147757619330812,TRUE,"Increased",TRUE,TRUE
"Ppp3ca",-0.14245263984563006,0.6732994236268204,FALSE,"Not significant",1.567348039910576,0.015510728540268949,TRUE,"Increased",TRUE,TRUE
"Ppp4r4",0.4497558690608452,0.166657745134466,FALSE,"Not significant",0.054280505319303174,0.9371536977874175,FALSE,"Not significant",TRUE,TRUE
"Prdm11",1.0532936806402664,0.2998740163726687,FALSE,"Not significant",-1.5799017379275053,0.26931304646537046,FALSE,"Not significant",TRUE,TRUE
"Prickle2",0.025061712780990675,0.9335161847395987,FALSE,"Not significant",0.5551213163212605,0.3197232238068523,FALSE,"Not significant",TRUE,TRUE
"Prkcb",-0.12048623431122252,0.7617483226962667,FALSE,"Not significant",1.2820223257486236,0.019204380571061212,TRUE,"Increased",TRUE,TRUE
"Prkce",-0.13456775701091628,0.6022545760869416,FALSE,"Not significant",0.9342846979919432,0.04651343643168703,TRUE,"Increased",TRUE,TRUE
"Prkcz",0.014513624598536445,0.9587611645204651,FALSE,"Not significant",0.49171876929903924,0.15114598636827714,FALSE,"Not significant",TRUE,TRUE
"Prpf8",-0.0895319205644931,0.6445790405305034,FALSE,"Not significant",0.6058894820359306,0.054564590155542395,FALSE,"Not significant",TRUE,TRUE
"Prr12",-0.5366544722296753,0.23517127723896644,FALSE,"Not significant",0.9630469696617752,0.6820250568755666,FALSE,"Not significant",TRUE,TRUE
"Prr14l",-0.0607485133999921,0.7247716109064938,FALSE,"Not significant",1.2643517372721877,0.02352242830895671,TRUE,"Increased",TRUE,TRUE
"Prrc2a",-0.06835802895360832,0.6955012066120907,FALSE,"Not significant",0.7575357455290819,0.08442492290825214,FALSE,"Not significant",TRUE,TRUE
"Prrc2b",-0.12060744919178568,0.45646021279542837,FALSE,"Not significant",0.9108802254364736,0.005994820847242294,TRUE,"Increased",TRUE,TRUE
"Psd",-0.2515258526218993,0.5223581265270678,FALSE,"Not significant",-1.1432569274020152,0.6005073431434755,FALSE,"Not significant",TRUE,TRUE
"Ptk2b",-0.719628379507897,0.07855440043584214,FALSE,"Not significant",1.2238640565144852,0.03199212054693864,TRUE,"Increased",TRUE,TRUE
"Ptprn",-0.40167498333357443,0.103423179365446,FALSE,"Not significant",0.8367275446767914,0.17909159270098748,FALSE,"Not significant",TRUE,TRUE
"Ptprs",-0.47686417113314583,0.1198890517396491,FALSE,"Not significant",1.1492077284459477,0.036410446091069325,TRUE,"Increased",TRUE,TRUE
"Pum2",-0.40916419183245045,0.24822818392584955,FALSE,"Not significant",-0.7917775462892611,0.6695181726278671,FALSE,"Not significant",TRUE,TRUE
"Rab11fip3",-0.445648819252074,0.27984845506536743,FALSE,"Not significant",1.1013582262810169,0.06027674892533774,FALSE,"Not significant",TRUE,TRUE
"Ralgapa1",-0.195478063691648,0.4681757328037601,FALSE,"Not significant",0.5821490082620162,0.1476870320648079,FALSE,"Not significant",TRUE,TRUE
"Ralgds",0.059408806404301906,0.8564551974083703,FALSE,"Not significant",-0.5468250103344525,0.31680149618198905,FALSE,"Not significant",TRUE,TRUE
"Rapgef1",-0.618121892335092,0.13692053958589323,FALSE,"Not significant",0.8214314050742497,0.29528570584819736,FALSE,"Not significant",TRUE,TRUE
"Rapgef2",-0.3629333867691775,0.09468319809154009,FALSE,"Not significant",0.7080771158993215,0.07474887306614804,FALSE,"Not significant",TRUE,TRUE
"Rapgef4",-0.13454463527459204,0.6381674180659189,FALSE,"Not significant",0.7521881661323153,0.12388086135493481,FALSE,"Not significant",TRUE,TRUE
"Rapgefl1",-0.5226351237031377,0.19045311789447741,FALSE,"Not significant",-0.8439516271270038,0.67859651647409,FALSE,"Not significant",TRUE,TRUE
"Rasgef1a",-0.4684135141525956,0.24192012323446047,FALSE,"Not significant",1.0627303952255018,0.025693208095563583,TRUE,"Increased",TRUE,TRUE
"Rasgrf1",-0.18278486441412367,0.4359802461278489,FALSE,"Not significant",1.2043127706683436,0.01704999697252052,TRUE,"Increased",TRUE,TRUE
"Rasgrp1",0.00614537367915613,0.9818229213932962,FALSE,"Not significant",1.0143775018445664,0.02786871390480134,TRUE,"Increased",TRUE,TRUE
"Rasl10b",-0.44161789780080873,0.14110511791201955,FALSE,"Not significant",1.3620243360890392,0.021946301580780373,TRUE,"Increased",TRUE,TRUE
"Raver2",-0.28022162584131305,0.5248134282045287,FALSE,"Not significant",0.9745620218828002,0.333393580112046,FALSE,"Not significant",TRUE,TRUE
"Rnf10",-0.39721902953146726,0.3071233914564697,FALSE,"Not significant",-0.1904844328766946,0.9241119727778153,FALSE,"Not significant",TRUE,TRUE
"Rnf157",-0.4008242520691736,0.35919487606870865,FALSE,"Not significant",1.3903698940517675,0.011854085488818077,TRUE,"Increased",TRUE,TRUE
"Rpl18a",NA,NA,FALSE,"Not detected",NA,NA,FALSE,"Not detected",FALSE,FALSE
"Rpl4",-0.4868131965190923,0.20436739225719752,FALSE,"Not significant",1.5267195603838521,0.038696026053856504,TRUE,"Increased",TRUE,TRUE
"Rpl9",NA,NA,FALSE,"Not detected",NA,NA,FALSE,"Not detected",FALSE,FALSE
"Rps15",2.399989403972484,0.31994834888960616,FALSE,"Not significant",-1.4231533898623565,0.7299292388721506,FALSE,"Not significant",TRUE,TRUE
"Rundc3a",-2.3678158173726316,0.23338885386793704,FALSE,"Not significant",1.5711516925057876,0.636520984559668,FALSE,"Not significant",TRUE,TRUE
"Ryr2",-0.19399301365350752,0.3557436870621179,FALSE,"Not significant",0.4130675793748182,0.34347519114827585,FALSE,"Not significant",TRUE,TRUE
"Sacs",-0.36341700735503046,0.21392697194814625,FALSE,"Not significant",0.6774802746696267,0.08431342284580041,FALSE,"Not significant",TRUE,TRUE
"Sbf1",-0.10082741438983778,0.4838274773754181,FALSE,"Not significant",0.7739452967008127,0.028861654545810016,TRUE,"Increased",TRUE,TRUE
"Scaf1",-0.040558011507187075,0.7193142027809285,FALSE,"Not significant",0.6226421970179263,0.24645746851099723,FALSE,"Not significant",TRUE,TRUE
"Scn8a",-0.34518961240202106,0.059248557663548085,FALSE,"Not significant",1.1442932658002372,0.002264567490516362,TRUE,"Increased",TRUE,TRUE
"Scrt1",0.0920999062623995,0.8302490016599791,FALSE,"Not significant",-1.8991300030734184,0.58217163222589,FALSE,"Not significant",TRUE,TRUE
"Sec14l1",-0.0902801489233358,0.7565043431690315,FALSE,"Not significant",1.0149023689595147,0.014311122148610205,TRUE,"Increased",TRUE,TRUE
"Sgsm2",-0.21101213773499516,0.5884746268768848,FALSE,"Not significant",1.2616369328287194,0.1276559124146668,FALSE,"Not significant",TRUE,TRUE
"Shank1",-0.3433844099827166,0.45809648924516055,FALSE,"Not significant",1.6252620149206027,0.030192959875414038,TRUE,"Increased",TRUE,TRUE
"Shank2",-0.21664108096669255,0.40537392772499503,FALSE,"Not significant",1.3810767159737116,0.0024042089242476217,TRUE,"Increased",TRUE,TRUE
"Shank3",-0.07692294168191527,0.7929597176537913,FALSE,"Not significant",1.0225590560578324,0.022285003876101085,TRUE,"Increased",TRUE,TRUE
"Shc3",-0.72605454202425,0.03323223246655388,TRUE,"Decreased",0.3236515639293994,0.6735159176880223,FALSE,"Not significant",TRUE,TRUE
"Sipa1l1",-0.2791141683775411,0.4331316075167825,FALSE,"Not significant",1.0794361160258887,0.028176189119936107,TRUE,"Increased",TRUE,TRUE
"Sipa1l3",0.02596229140483075,0.9027104303760112,FALSE,"Not significant",0.48767559471713184,0.25752391875923963,FALSE,"Not significant",TRUE,TRUE
"Ski",-0.11361415577839917,0.6071772938608648,FALSE,"Not significant",0.9276058144064807,0.009257732882708666,TRUE,"Increased",TRUE,TRUE
"Slc17a7",-0.5242211305871125,0.1577362311491193,FALSE,"Not significant",1.1428199651179725,0.07909375727574033,FALSE,"Not significant",TRUE,TRUE
"Slc22a17",-0.715931969218186,0.0312785290982607,TRUE,"Decreased",-0.10345813632804646,0.9510882327687673,FALSE,"Not significant",TRUE,TRUE
"Slc25a23",-0.38888657222039047,0.213185412678702,FALSE,"Not significant",1.218456475330492,0.024501904726915522,TRUE,"Increased",TRUE,TRUE
"Slc30a9",0.5664790033291558,0.036272735825308704,TRUE,"Increased",-0.7525435971293213,0.2770968589604998,FALSE,"Not significant",TRUE,TRUE
"Smarcc2",0.01014212370066847,0.9649726533577201,FALSE,"Not significant",0.5683743627771145,0.3062824919067639,FALSE,"Not significant",TRUE,TRUE
"Snap91",0.13747948767130547,0.3278680859940471,FALSE,"Not significant",0.16645888035114753,0.6805849821110674,FALSE,"Not significant",TRUE,TRUE
"Snph",-0.29488880576190013,0.3394909448554171,FALSE,"Not significant",0.9614722432580605,0.07281774073016145,FALSE,"Not significant",TRUE,TRUE
"Sowaha",-0.07603260337346196,0.8363607687651873,FALSE,"Not significant",1.1916379443633112,0.026478969049152718,TRUE,"Increased",TRUE,TRUE
"Sp3",-0.16170976417596883,0.5722385948118158,FALSE,"Not significant",-0.14164805336918107,0.8268225629203594,FALSE,"Not significant",TRUE,TRUE
"Sptan1",-0.28871338041357253,0.6513869227737799,FALSE,"Not significant",0.4166276377053596,0.7576199362715172,FALSE,"Not significant",TRUE,TRUE
"Sptbn1",-0.045733131457049936,0.7174934905514682,FALSE,"Not significant",0.27906011764013616,0.32481463845357816,FALSE,"Not significant",TRUE,TRUE
"Sptbn2",-0.27666446128047717,0.32776939545982375,FALSE,"Not significant",1.4254797071872058,0.0061891565397389535,TRUE,"Increased",TRUE,TRUE
"Srgap3",-0.07487111394613422,0.6769203352753759,FALSE,"Not significant",0.8935002245350812,0.022644570816524722,TRUE,"Increased",TRUE,TRUE
"Srrm2",-0.01979183045589128,0.9153771832534381,FALSE,"Not significant",0.3933090276545732,0.3990368003699266,FALSE,"Not significant",TRUE,TRUE
"Ssbp4",NA,NA,FALSE,"Not detected",NA,NA,FALSE,"Not detected",FALSE,FALSE
"Stox2",0.24654869876956287,0.3356000586283341,FALSE,"Not significant",0.46354850215759047,0.3113174521803142,FALSE,"Not significant",TRUE,TRUE
"Strn4",-0.14876580371107995,0.7353098744701053,FALSE,"Not significant",1.3894903890897625,0.034822773606971745,TRUE,"Increased",TRUE,TRUE
"Syngap1",-0.40407373752798925,0.2865702898107049,FALSE,"Not significant",1.1546011887695622,0.08163136526211118,FALSE,"Not significant",TRUE,TRUE
"Synpo",-0.7021650677359879,0.17337920763753367,FALSE,"Not significant",2.0609181384046975,0.005036693938554839,TRUE,"Increased",TRUE,TRUE
"Tanc2",-0.1992831868896614,0.25988406497168753,FALSE,"Not significant",0.4399330803668575,0.294026416708675,FALSE,"Not significant",TRUE,TRUE
"Tbc1d9b",-0.3136545324231035,0.29787050463885856,FALSE,"Not significant",0.8920184457390823,0.08914498945499541,FALSE,"Not significant",TRUE,TRUE
"Tbl1x",0.569326304114844,0.5193522166722345,FALSE,"Not significant",-0.8572066617010159,0.5160960539395236,FALSE,"Not significant",TRUE,TRUE
"Tcf20",-0.06450196088760496,0.648949558468203,FALSE,"Not significant",0.6957493917049513,0.011519117140963575,TRUE,"Increased",TRUE,TRUE
"Tcf25",0.06434277820884748,0.737566415272443,FALSE,"Not significant",0.6864092047764156,0.2123661235867445,FALSE,"Not significant",TRUE,TRUE
"Tesk1",-0.9667075619503249,0.023547461307329588,TRUE,"Decreased",2.7478303589447366,0.2431420740641561,FALSE,"Not significant",TRUE,TRUE
"Thra",0.15646041675360145,0.5795944866255819,FALSE,"Not significant",0.3224555588686604,0.5628042372996266,FALSE,"Not significant",TRUE,TRUE
"Timm17b",NA,NA,FALSE,"Not detected",NA,NA,FALSE,"Not detected",FALSE,FALSE
"Tmcc2",0.5215594304096607,0.08151186887925976,FALSE,"Not significant",-1.2698906609235046,0.5175864373996865,FALSE,"Not significant",TRUE,TRUE
"Tmem150b",NA,NA,FALSE,"Not detected",NA,NA,FALSE,"Not detected",FALSE,FALSE
"Tmem184c",0.19255051414930957,0.32852048557350266,FALSE,"Not significant",0.5439907165581266,0.3802645105216391,FALSE,"Not significant",TRUE,TRUE
"Tnk2",0.870128868679011,0.5722847203251384,FALSE,"Not significant",-1.3304951536815024,0.5840244081963523,FALSE,"Not significant",TRUE,TRUE
"Tnpo2",-0.44647405200682844,0.10117500102573715,FALSE,"Not significant",-1.1295466583147968,0.5807799990694487,FALSE,"Not significant",TRUE,TRUE
"Trak1",-0.1372030311618908,0.5812381005775957,FALSE,"Not significant",0.8130511406478695,0.0697697405966881,FALSE,"Not significant",TRUE,TRUE
"Trappc8",-0.1584102793868487,0.5570134253934975,FALSE,"Not significant",0.9565684488703394,0.0442287819722547,TRUE,"Increased",TRUE,TRUE
"Trim37",0.10957642862963946,0.7856012750727909,FALSE,"Not significant",0.9862750049229203,0.09897437256750358,FALSE,"Not significant",TRUE,TRUE
"Trio",0.012102253941554952,0.9250761887358276,FALSE,"Not significant",0.6262846562851192,0.11724605072545499,FALSE,"Not significant",TRUE,TRUE
"Tsc2",-0.05276893110868475,0.8141211550374912,FALSE,"Not significant",-1.4654334808650464,0.38208443393483393,FALSE,"Not significant",TRUE,TRUE
"Ttbk1",-0.0964899530957748,0.8208040883529542,FALSE,"Not significant",0.8531779808655902,0.11866370225843878,FALSE,"Not significant",TRUE,TRUE
"Ttc3",-0.4183206146006633,0.16763996204029444,FALSE,"Not significant",1.268483253834555,0.02481979589119226,TRUE,"Increased",TRUE,TRUE
"Tuba1a",-0.18346757084072873,0.6539529731729203,FALSE,"Not significant",2.587512599039762,0.2546818220361984,FALSE,"Not significant",TRUE,TRUE
"U2af1",NA,NA,FALSE,"Not detected",NA,NA,FALSE,"Not detected",FALSE,FALSE
"Uba52",NA,NA,FALSE,"Not detected",NA,NA,FALSE,"Not detected",FALSE,FALSE
"Ube3b",-0.027003928722346693,0.8724258131802181,FALSE,"Not significant",0.4384242342780702,0.48453038090351963,FALSE,"Not significant",TRUE,TRUE
"Ubr4",-0.051247984649290146,0.7650389719871009,FALSE,"Not significant",0.3208010385907789,0.5276857864736486,FALSE,"Not significant",TRUE,TRUE
"Uhrf1bp1l",NA,NA,FALSE,"Not detected",NA,NA,FALSE,"Not detected",FALSE,FALSE
"Ulk2",-0.31358868037493526,0.3257845375584162,FALSE,"Not significant",0.16891019390446527,0.7533016207439438,FALSE,"Not significant",TRUE,TRUE
"Unc79",-0.12721014036540357,0.7346662068202118,FALSE,"Not significant",0.6099033482502678,0.27953844227945895,FALSE,"Not significant",TRUE,TRUE
"Unc80",-0.27650378672256526,0.32195660313118324,FALSE,"Not significant",0.8638346220438793,0.09576100294753694,FALSE,"Not significant",TRUE,TRUE
"Usf3",-0.195030453907985,0.3785338396761479,FALSE,"Not significant",0.1870784553725633,0.6097804814229917,FALSE,"Not significant",TRUE,TRUE
"Usp32",0.0068895951880740824,0.9794893563771193,FALSE,"Not significant",0.5705524919153921,0.26197857430437915,FALSE,"Not significant",TRUE,TRUE
"Usp34",0.08061292581006896,0.5629519762586894,FALSE,"Not significant",-0.05717701290107424,0.8449942004995756,FALSE,"Not significant",TRUE,TRUE
"Vps13c",-0.2689441338474903,0.0866819113465056,FALSE,"Not significant",0.43281620168749013,0.2387471481708546,FALSE,"Not significant",TRUE,TRUE
"Wdfy3",0.10339291376668669,0.25749903361329085,FALSE,"Not significant",0.2847216594854709,0.4061804462394133,FALSE,"Not significant",TRUE,TRUE
"Wdr13",0.23917151639236778,0.40228974315607224,FALSE,"Not significant",-1.591495206041043,0.49944061926330907,FALSE,"Not significant",TRUE,TRUE
"Wdr20",NA,NA,FALSE,"Not detected",NA,NA,FALSE,"Not detected",FALSE,FALSE
"Wdr7",-0.4710146739731267,0.09133154747781251,FALSE,"Not significant",0.6266356503752069,0.21899693137996504,FALSE,"Not significant",TRUE,TRUE
"Wdtc1",-0.7051455234425905,0.13089808607649006,FALSE,"Not significant",1.615314354028106,0.0053712743819545996,TRUE,"Increased",TRUE,TRUE
"Wsb2",-0.08570792885292278,0.7705948401515826,FALSE,"Not significant",-1.2544891923078216,0.4440182574526065,FALSE,"Not significant",TRUE,TRUE
"Xrcc2",NA,NA,FALSE,"Not detected",NA,NA,FALSE,"Not detected",FALSE,FALSE
"Zbtb18",-0.32526690487345267,0.3243998209842833,FALSE,"Not significant",1.3929489974957248,0.01196699442529626,TRUE,"Increased",TRUE,TRUE
"Zc3h7b",0.3690331956609576,0.5201351850748261,FALSE,"Not significant",0.12532017871294432,0.8406827240520897,FALSE,"Not significant",TRUE,TRUE
"Zcchc14",-0.38551425287617835,0.14424235094757276,FALSE,"Not significant",1.271934450338887,0.006684128258430608,TRUE,"Increased",TRUE,TRUE
"Zer1",-0.06947005974085929,0.7055880344945726,FALSE,"Not significant",-0.9164419511424122,0.5854001966860545,FALSE,"Not significant",TRUE,TRUE
"Zfhx2",-0.2868497785332078,0.36217037944533,FALSE,"Not significant",0.5704296858495503,0.30365175388936255,FALSE,"Not significant",TRUE,TRUE
"Zfp106",-0.021866681148869027,0.9231561657516492,FALSE,"Not significant",-0.0665655710856905,0.8594522739276189,FALSE,"Not significant",TRUE,TRUE
"Zfp365",-0.05805238070753482,0.8195782351400254,FALSE,"Not significant",0.784403620456068,0.06367127531130878,FALSE,"Not significant",TRUE,TRUE
"Zfp804a",0.053640499777142914,0.7145725144883146,FALSE,"Not significant",0.1657601265042219,0.8969745137323564,FALSE,"Not significant",TRUE,TRUE
"Zfpm1",-0.01271805949663829,0.9805182156584745,FALSE,"Not significant",1.071843515022172,0.1855735191424378,FALSE,"Not significant",TRUE,TRUE
"Zfr",-0.09370028991104906,0.6574616107643613,FALSE,"Not significant",0.7467706281343416,0.1821299862586968,FALSE,"Not significant",TRUE,TRUE
"Zmiz2",1.330540856270869,0.4563837950399865,FALSE,"Not significant",-4.076932722212138,0.18235901157256185,FALSE,"Not significant",TRUE,TRUE
