"gene_name","Control_0min_Mean_CLIPscore","Control_0min_Binding_Category","Opto_5min_Mean_CLIPscore","Opto_5min_Binding_Category","Opto_30min_Mean_CLIPscore","Opto_30min_Binding_Category"
"0610009E02Rik",1.07213204886002,"Non_target",0.931236217438815,"Non_target",0.69173605359768,"Non_target"
"0610009L18Rik",-0.42496702513953,"Non_target",-0.659534346553235,"Non_target",-0.520357737532047,"Non_target"
"0610010K14Rik",-3.01469114185379,"Non_target",-3.09049518671851,"Non_target",-2.2921813073701,"Non_target"
"0610030E20Rik",-0.446874089203778,"Non_target",-0.623951342713199,"Non_target",-0.261115775657586,"Non_target"
"0610040B10Rik",-0.419770920893218,"Non_target",-0.535711827634124,"Non_target",-0.332045829697267,"Non_target"
"1110002E22Rik",0.215490013445299,"Non_target",0.260454989917212,"Non_target",0.20109608548461,"Non_target"
"1110002L01Rik",5.57863839462822,"Stringent_target",5.10961158804489,"Stringent_target",4.39549167402155,"Stringent_target"
"1110004F10Rik",3.83894908141487,"High_binding",0.334212285048286,"Non_target",0.515034824938489,"Non_target"
"1110032F04Rik",-1.49456020932042,"Non_target",-1.64978041188642,"Non_target",-1.10583840235574,"Non_target"
"1110038B12Rik",-2.08462489133734,"Non_target",-2.11808325600415,"Non_target",-1.33225691824295,"Non_target"
"1110038F14Rik",-2.32067845140995,"Non_target",-2.39814006021385,"Non_target",-1.79221826269952,"Non_target"
"1110046J04Rik",0.264267914233001,"Non_target",0.353383118003211,"Non_target",0.404625136937192,"Non_target"
"1110059E24Rik",-2.42540689206298,"Non_target",-2.60928452524058,"Non_target",-1.90309469695788,"Non_target"
"1110059G10Rik",-2.20067619119699,"Non_target",-2.21426323221927,"Non_target",-1.67658866030575,"Non_target"
"1110065P20Rik",-2.82091514674923,"Non_target",-2.86651422598593,"Non_target",-2.28530611264765,"Non_target"
"1190005I06Rik",0.152282334998044,"Non_target",0.12022194924148,"Non_target",0.335298300982903,"Non_target"
"1300002E11Rik",-0.899110312151819,"Non_target",-0.986435572783967,"Non_target",-0.765551297304124,"Non_target"
"1500004A13Rik",-3.27764112117019,"Non_target",-3.34653889988929,"Non_target",-2.52802717543369,"Non_target"
"1500009L16Rik",-1.49568667649325,"Non_target",-1.45889915459515,"Non_target",-0.987893717125716,"Non_target"
"1500011B03Rik",-3.54839923417723,"Non_target",-3.64480609373141,"Non_target",-2.78291336627194,"Non_target"
"1500015A07Rik",-0.407057730652957,"Non_target",-0.430963284899014,"Non_target",-0.181810234994953,"Non_target"
"1600012H06Rik",-1.87460755320006,"Non_target",-1.97776875776176,"Non_target",-1.3400357661041,"Non_target"
"1600014C10Rik",-2.0285802184934,"Non_target",-2.20764943174341,"Non_target",-1.54416626235558,"Non_target"
"1600020E01Rik",-0.909981065481202,"Non_target",-0.77524991330722,"Non_target",-0.281026814829198,"Non_target"
"1600029O15Rik",0.0298955991614213,"Non_target",-0.342309968846382,"Non_target",-0.0682179909407983,"Non_target"
"1700001O22Rik",-0.587405174944488,"Non_target",-0.574048885825685,"Non_target",-0.349097841062817,"Non_target"
"1700003E16Rik",-1.74230136169476,"Non_target",-1.8340183361321,"Non_target",-1.31164831781925,"Non_target"
"1700003M07Rik",-1.50355188368501,"Non_target",-1.48862754135656,"Non_target",-0.928041852190043,"Non_target"
"1700008O03Rik",7.15758878409282,"Stringent_target",6.75687990669155,"Stringent_target",7.06022735024132,"Stringent_target"
"1700012D01Rik",0.133369076516607,"Non_target",0.0626927572868164,"Non_target",0.0783493493918838,"Non_target"
"1700016A09Rik",-0.522995925581282,"Non_target",-0.830470665583689,"Non_target",-0.587413055069301,"Non_target"
"1700017B05Rik",-1.26574358280405,"Non_target",-1.56211384953589,"Non_target",-1.03503371576365,"Non_target"
"1700019D03Rik",-0.40121550905972,"Non_target",-0.613980511154446,"Non_target",-0.145035991096425,"Non_target"
"1700025G04Rik",-2.17370014506149,"Non_target",-2.22104375372293,"Non_target",-1.56388414050549,"Non_target"
"1700028J19Rik",0.722315076953958,"Non_target",0.418688117952496,"Non_target",0.63872924108757,"Non_target"
"1700030J22Rik",-0.795133376748874,"Non_target",-0.832163230340791,"Non_target",-0.514860790980965,"Non_target"
"1700030K09Rik",-0.942862037087085,"Non_target",-0.959566595584664,"Non_target",-0.583607322408089,"Non_target"
"1700037C18Rik",-0.459839824057246,"Non_target",-0.377132789712122,"Non_target",0.209897887020919,"Non_target"
"1700048O20Rik",-0.619730445750011,"Non_target",-0.682137537412508,"Non_target",-0.25199391331595,"Non_target"
"1700063O14Rik",0.384186809504855,"Non_target",0.575877483921969,"Non_target",0.74720481231899,"Non_target"
"1700066M21Rik",-2.09179161132359,"Non_target",-2.09136997128564,"Non_target",-1.47162336908935,"Non_target"
"1700086L19Rik",-5.1480668742829,"Non_target",-4.89347072582725,"Non_target",-3.76306619988661,"Non_target"
"1700086O06Rik",-0.443559243484155,"Non_target",-0.328207471834157,"Non_target",-0.285643665289486,"Non_target"
"1700088E04Rik",-0.820443442274846,"Non_target",-0.975430072982781,"Non_target",-0.699798340909427,"Non_target"
"1700096K18Rik",0.205648648407352,"Non_target",0.172157992979871,"Non_target",0.20312956214737,"Non_target"
"1700101I11Rik",0.497739636859385,"Non_target",0.606330533835175,"Non_target",0.467566903798734,"Non_target"
"1700112D23Rik",-0.247375384220822,"Non_target",-0.176796011471853,"Non_target",0.204739480907857,"Non_target"
"1700123O20Rik",-1.61129189071601,"Non_target",-1.69734515485211,"Non_target",-1.11536830931918,"Non_target"
"1700124L16Rik",0.704176641143541,"Non_target",0.91216238031516,"Non_target",0.186342037833825,"Non_target"
"1810009A15Rik",-1.24923266925177,"Non_target",-1.26494629072033,"Non_target",-0.828372786673081,"Non_target"
"1810010H24Rik",-1.33309561234654,"Non_target",-1.53631095744132,"Non_target",-0.866006747229575,"Non_target"
"1810030O07Rik",-1.72092600643288,"Non_target",-1.75762529144783,"Non_target",-1.30603110532594,"Non_target"
"1810037I17Rik",-2.23597269468316,"Non_target",-2.21219550244891,"Non_target",-1.70941878110384,"Non_target"
"1810041H14Rik",0.587791045940367,"Non_target",0.612258745725154,"Non_target",0.45118333139889,"Non_target"
"1810044D09Rik",0.828168506541718,"Non_target",0.912151807086577,"Non_target",0.588789095684902,"Non_target"
"1810055G02Rik",-2.19097312125833,"Non_target",-2.25010801789915,"Non_target",-1.70253717077194,"Non_target"
"1810062O18Rik",-0.0371014978669067,"Non_target",-0.326506214507232,"Non_target",-0.0365693140513919,"Non_target"
"2010001A14Rik",0.2288312693022,"Non_target",0.129764839553324,"Non_target",0.67544309786537,"Non_target"
"2010315B03Rik",-1.39030628014825,"Non_target",-1.49970679123527,"Non_target",-1.03060527669298,"Non_target"
"2210016L21Rik",-3.60160017954505,"Non_target",-3.55240028496251,"Non_target",-2.90115930355669,"Non_target"
"2210406O10Rik",-0.699503730566969,"Non_target",-0.439750010717699,"Non_target",-0.35866374261553,"Non_target"
"2210408F21Rik",-1.80282880053022,"Non_target",-1.89770247785721,"Non_target",-1.37197439967723,"Non_target"
"2210408I21Rik",0.33711734509585,"Non_target",0.747472632591796,"Non_target",0.462502094005,"Non_target"
"2210416O15Rik",-1.12957131518195,"Non_target",-1.13630318808523,"Non_target",-0.710913069802249,"Non_target"
"2210418O10Rik",-0.825024608677498,"Non_target",-0.892363939571141,"Non_target",-0.707417874482054,"Non_target"
"2300009A05Rik",-2.16481339276721,"Non_target",-2.26182454294752,"Non_target",-1.71089758712271,"Non_target"
"2310002F09Rik",-1.48197838928806,"Non_target",-1.58913285391805,"Non_target",-1.15177594893819,"Non_target"
"2310009B15Rik",-1.42100732534269,"Non_target",-1.45833930057842,"Non_target",-1.17561033916044,"Non_target"
"2310010J17Rik",0.904114032045684,"Non_target",0.901691733110346,"Non_target",0.597455994378232,"Non_target"
"2310011J03Rik",-2.07249161453926,"Non_target",-2.14133058468601,"Non_target",-1.52093245438416,"Non_target"
"2310022A10Rik",-1.99907509584629,"Non_target",-2.21445502556596,"Non_target",-1.59207265578666,"Non_target"
"2310022B05Rik",-1.77960790755788,"Non_target",-1.89856129229598,"Non_target",-1.3210197527627,"Non_target"
"2310030G06Rik",0.620887826384802,"Non_target",0.53439444318365,"Non_target",0.52976436576372,"Non_target"
"2310033P09Rik",-1.75064093403288,"Non_target",-1.72053132290218,"Non_target",-1.23060233589273,"Non_target"
"2310039H08Rik",-1.16522735298425,"Non_target",-1.16983082020517,"Non_target",-0.878159273449411,"Non_target"
"2310057M21Rik",-1.94403619591978,"Non_target",-1.97336600301088,"Non_target",-1.45784370033604,"Non_target"
"2310061I04Rik",-2.31632548405146,"Non_target",-2.11062474597156,"Non_target",-1.61205919381066,"Non_target"
"2310069G16Rik",-0.867504165430281,"Non_target",-0.806415008006363,"Non_target",-0.58878142963184,"Non_target"
"2410002F23Rik",-2.83139072076843,"Non_target",-2.81019191998391,"Non_target",-2.18711087412989,"Non_target"
"2410004B18Rik",-2.36071265310954,"Non_target",-2.30075499656399,"Non_target",-1.77778688485867,"Non_target"
"2410006H16Rik",-3.10517549318356,"Non_target",-2.8628682074031,"Non_target",-2.16852447800797,"Non_target"
"2410018L13Rik",-0.695176589281405,"Non_target",-0.831577148497119,"Non_target",-0.437225974344652,"Non_target"
"2410022M11Rik",0.0811513348066482,"Non_target",-0.166769047364265,"Non_target",0.110924476916753,"Non_target"
"2500004C02Rik",-1.4740927621721,"Non_target",-1.47286988216911,"Non_target",-1.22485313943937,"Non_target"
"2510002D24Rik",-1.62860286025151,"Non_target",-1.74523956723559,"Non_target",-1.28122969690541,"Non_target"
"2510009E07Rik",0.838050058475644,"Non_target",0.342073410789627,"Non_target",1.16932980088214,"Non_target"
"2510039O18Rik",-1.59806301023325,"Non_target",-1.87120280273349,"Non_target",-1.36254633847932,"Non_target"
"2610008E11Rik",-1.29389662055719,"Non_target",-1.43745701206008,"Non_target",-0.769466513135118,"Non_target"
"2610035D17Rik",-2.28589982142692,"Non_target",-2.38125307167472,"Non_target",-1.59158006807777,"Non_target"
"2610306M01Rik",-0.546672858450359,"Non_target",-0.63307872770685,"Non_target",-0.38863537776656,"Non_target"
"2610316D01Rik",0.0348422178670432,"Non_target",-0.143646497391493,"Non_target",0.301159490285125,"Non_target"
"2610507I01Rik",-0.992297807569167,"Non_target",-1.08155197876126,"Non_target",-0.733340178359891,"Non_target"
"2700049A03Rik",-0.668124612889132,"Non_target",-0.82320064191177,"Non_target",-0.29031975498877,"Non_target"
"2700062C07Rik",-1.98677491890619,"Non_target",-2.07655379766041,"Non_target",-1.45854507204091,"Non_target"
"2700097O09Rik",-0.203993572215753,"Non_target",-0.20561340336555,"Non_target",0.168320910271281,"Non_target"
"2810001G20Rik",-1.43073642010745,"Non_target",-1.50063820650895,"Non_target",-1.03609937719134,"Non_target"
"2810004N23Rik",-1.24041866527619,"Non_target",-1.35163630172722,"Non_target",-0.88513162932589,"Non_target"
"2810013P06Rik",-1.52171134961514,"Non_target",-1.66028758370682,"Non_target",-1.12834593113154,"Non_target"
"2810021J22Rik",-0.664243811966148,"Non_target",-0.666104216198651,"Non_target",-0.220381090578957,"Non_target"
"2810025M15Rik",-2.05159852297642,"Non_target",-2.05303552427264,"Non_target",-1.60139752878421,"Non_target"
"2810029C07Rik",-1.52309193469363,"Non_target",-1.46786325364629,"Non_target",-0.962511969068343,"Non_target"
"2810032G03Rik",-1.18101601092218,"Non_target",-1.29401732220165,"Non_target",-0.864144349124345,"Non_target"
"2810049E08Rik",0.295762563123161,"Non_target",0.529032174851546,"Non_target",0.575019800783525,"Non_target"
"2810403D21Rik",0.393424525573662,"Non_target",0.00106432194156342,"Non_target",0.0503886266558393,"Non_target"
"2810414N06Rik",0.157935031968008,"Non_target",0.223302544326711,"Non_target",0.340544508047152,"Non_target"
"2810429I04Rik",-0.154551349507357,"Non_target",-0.259470895893235,"Non_target",0.046649641089318,"Non_target"
"2810459M11Rik",0.0255390465664229,"Non_target",0.000608530310765215,"Non_target",0.145828630095073,"Non_target"
"2900009J06Rik",-1.0978243785392,"Non_target",-0.618041075616848,"Non_target",-0.559532957508455,"Non_target"
"2900026A02Rik",1.84882337146693,"Non_target",1.60169289935275,"Non_target",2.21528969515817,"Low_binding"
"2900052N01Rik",-0.36612262537811,"Non_target",-0.318550448298994,"Non_target",0.047527211889936,"Non_target"
"2900076A07Rik",-0.65035613100051,"Non_target",-0.664895387059836,"Non_target",-0.0251199173390097,"Non_target"
"2900079G21Rik",-3.09549915662839,"Non_target",-2.83361807377142,"Non_target",-2.1723914159699,"Non_target"
"2900093K20Rik",0.459529982061645,"Non_target",0.59861247381612,"Non_target",0.320796480061549,"Non_target"
"3010001F23Rik",0.187156127477378,"Non_target",0.455069308210181,"Non_target",0.246989381397944,"Non_target"
"3110009E18Rik",-0.200431025626529,"Non_target",-0.448508509928226,"Non_target",0.0102615295576414,"Non_target"
"3110040N11Rik",-1.85085160753233,"Non_target",-1.69884101330771,"Non_target",-1.27718309585837,"Non_target"
"3110070M22Rik",-0.445780192838042,"Non_target",-0.482405505529621,"Non_target",-0.367450086858353,"Non_target"
"3110082I17Rik",-1.31886603076209,"Non_target",-1.39104320206643,"Non_target",-0.996427056631696,"Non_target"
"3300002I08Rik",-1.06293049054275,"Non_target",-1.2915249329317,"Non_target",-0.764051508192299,"Non_target"
"4632404H12Rik",-0.958745406601921,"Non_target",-1.08264687888905,"Non_target",-0.680655298311333,"Non_target"
"4833420G17Rik",1.23009025245937,"Non_target",2.80683663184836,"Low_binding",2.26633935159896,"Low_binding"
"4833422C13Rik",-1.41526310944231,"Non_target",-1.56511847349172,"Non_target",-1.12611186423535,"Non_target"
"4833439L19Rik",3.23283194914965,"High_binding",2.69243207466114,"Low_binding",3.73190186020611,"High_binding"
"4921504A21Rik",-0.156460001561902,"Non_target",-0.191499876165439,"Non_target",0.115135369252242,"Non_target"
"4921524J17Rik",-1.88961742102531,"Non_target",-1.97997925789698,"Non_target",-1.40264648785455,"Non_target"
"4930426L09Rik",0.960264797137049,"Non_target",0.945111389956603,"Non_target",0.899365388927451,"Non_target"
"4930453N24Rik",-1.4056317035938,"Non_target",-1.47782179902084,"Non_target",-1.03081851361539,"Non_target"
"4930479D17Rik",-0.361080616663696,"Non_target",-0.378500292979755,"Non_target",-0.144057547613835,"Non_target"
"4930503L19Rik",-1.05710191008819,"Non_target",-1.1388328318522,"Non_target",-0.495535068337846,"Non_target"
"4930506C21Rik",0.105598552769354,"Non_target",0.282145034214909,"Non_target",0.0822452485710737,"Non_target"
"4930507D05Rik",0.848088271620668,"Non_target",0.910317531570679,"Non_target",0.748913344618637,"Non_target"
"4930515G01Rik",0.387706609277473,"Non_target",0.582016875472686,"Non_target",0.827949117933833,"Non_target"
"4930522L14Rik",0.247414176802037,"Non_target",0.0880146474270687,"Non_target",0.464681281690766,"Non_target"
"4930525G20Rik",0.928810764447563,"Non_target",0.54558130086021,"Non_target",0.711074014387529,"Non_target"
"4930563E22Rik",0.995862113294657,"Non_target",0.800537221017683,"Non_target",0.795503699789764,"Non_target"
"4930570G19Rik",-0.570297064983115,"Non_target",-0.482849356167849,"Non_target",-0.31131218906365,"Non_target"
"4930578M01Rik",0.66453312503444,"Non_target",0.246730595913492,"Non_target",0.693635113383252,"Non_target"
"4931406C07Rik",-0.725376713055113,"Non_target",-0.804599504712147,"Non_target",-0.443859813837425,"Non_target"
"4931414P19Rik",-0.344393354876693,"Non_target",-0.416759606813425,"Non_target",-0.182329032548147,"Non_target"
"4931415C17Rik",0.995939624942419,"Non_target",0.668370473203159,"Non_target",0.88473332193859,"Non_target"
"4931440P22Rik",-0.538202487864063,"Non_target",-0.424532852630205,"Non_target",-0.24642492310573,"Non_target"
"4932441J04Rik",0.423120581714774,"Non_target",0.314809401955845,"Non_target",0.59413677622563,"Non_target"
"4933404O12Rik",-1.05205871415577,"Non_target",-1.24343942345451,"Non_target",-0.758315041769722,"Non_target"
"4933406I18Rik",0.142614078607391,"Non_target",0.457443095737007,"Non_target",0.614284092680953,"Non_target"
"4933407L21Rik",0.015945261175605,"Non_target",-0.0682977923377913,"Non_target",1.61615893910227e-05,"Non_target"
"4933421O10Rik",0.02642420211431,"Non_target",-0.281729631121238,"Non_target",0.0475715715965045,"Non_target"
"4933427D14Rik",-1.67881382606231,"Non_target",-1.87571124481897,"Non_target",-1.17470349477867,"Non_target"
"4933431E20Rik",-3.14147471813144,"Non_target",-3.30795948974354,"Non_target",-2.53131278996697,"Non_target"
"4933434E20Rik",-3.14554071728464,"Non_target",-3.1528344694294,"Non_target",-2.48716426773058,"Non_target"
"4933439C10Rik",-0.507759448094292,"Non_target",-0.586860827598655,"Non_target",-0.183717717232924,"Non_target"
"5031425E22Rik",-1.15540966555872,"Non_target",-1.03604037891677,"Non_target",-0.735489490495076,"Non_target"
"5031439G07Rik",4.91013581007273,"Stringent_target",4.35442956808584,"Stringent_target",4.22560371229523,"Stringent_target"
"5033417F24Rik",0.757411640265725,"Non_target",0.708308439395404,"Non_target",0.612576923133741,"Non_target"
"5033430I15Rik",-1.28760808876832,"Non_target",-1.62616364002337,"Non_target",-1.11090354941721,"Non_target"
"5330413P13Rik",0.682005534817905,"Non_target",0.26650708958637,"Non_target",0.580958281496283,"Non_target"
"5330434G04Rik",-0.664906733660859,"Non_target",-0.717092250664741,"Non_target",-0.382791857474939,"Non_target"
"5430405H02Rik",-0.719564301147968,"Non_target",-0.862166426760836,"Non_target",-0.545697122511103,"Non_target"
"5430416N02Rik",-0.459834082923746,"Non_target",-0.447057263060003,"Non_target",-0.0200717373105456,"Non_target"
"5530601H04Rik",-1.99948156329759,"Non_target",-2.1635103419799,"Non_target",-1.47863804184152,"Non_target"
"5730405O15Rik",0.629643614878862,"Non_target",0.580658614822684,"Non_target",0.501260224727705,"Non_target"
"5730409E04Rik",-3.49241571679769,"Non_target",-3.63575688236021,"Non_target",-2.76685682128754,"Non_target"
"5730455P16Rik",1.7932539762337,"Non_target",3.83689587310831,"High_binding",0.989594355000854,"Non_target"
"5730507C01Rik",0.756677521005949,"Non_target",0.733989696821903,"Non_target",0.955186719914276,"Non_target"
"6030458C11Rik",-2.34250402915301,"Non_target",-2.39644413890933,"Non_target",-1.71973877604983,"Non_target"
"6330403K07Rik",-4.44343304425077,"Non_target",-4.51127083455841,"Non_target",-3.51937362876132,"Non_target"
"6330418K02Rik",-0.0599453717497355,"Non_target",0.177682656400627,"Non_target",0.231326846313138,"Non_target"
"6430548M08Rik",3.50503850292123,"High_binding",3.97925325892684,"High_binding",3.88352982169955,"High_binding"
"6430571L13Rik",0.421254568618394,"Non_target",0.166507214048125,"Non_target",0.269412287032867,"Non_target"
"6530402F18Rik",-1.73508896172471,"Non_target",-1.9317164568014,"Non_target",-1.45051463584926,"Non_target"
"8030453O22Rik",-0.726374859107628,"Non_target",-0.601487370040989,"Non_target",-0.458025668243283,"Non_target"
"8430429K09Rik",-0.81002835555961,"Non_target",-0.735457496522269,"Non_target",-0.563270247127952,"Non_target"
"9030624G23Rik",-1.07143711082498,"Non_target",-0.973894513648,"Non_target",-0.576759649224285,"Non_target"
"9130019O22Rik",0.307001001063806,"Non_target",0.1775671160077,"Non_target",0.291519613834465,"Non_target"
"9130023H24Rik",0.503765136927817,"Non_target",0.257760758617719,"Non_target",0.53146902025617,"Non_target"
"9130024F11Rik",-1.14249661162122,"Non_target",-1.08349925999533,"Non_target",-0.796241765923221,"Non_target"
"9130213A22Rik",1.00939015944091,"Non_target",0.884199350584933,"Non_target",0.977993969261925,"Non_target"
"9130221H12Rik",-0.876390155268695,"Non_target",-0.905639296495299,"Non_target",-0.566612980206097,"Non_target"
"9130401M01Rik",-2.79819832184303,"Non_target",-2.78518035580193,"Non_target",-2.1497831080706,"Non_target"
"9230114K14Rik",0.506477510496598,"Non_target",0.14998678761351,"Non_target",0.513561170885435,"Non_target"
"9330104G04Rik",0.225985841801879,"Non_target",-0.0682808046916672,"Non_target",0.0725126486014135,"Non_target"
"9330151L19Rik",-1.49595913335978,"Non_target",-1.66014413378288,"Non_target",-1.12249615816958,"Non_target"
"9330159F19Rik",2.04832461985435,"Low_binding",3.74383033655158,"High_binding",3.01735109632252,"High_binding"
"9330179D12Rik",-0.0200050942396089,"Non_target",-0.341930537583728,"Non_target",-0.00413952658389496,"Non_target"
"9430015G10Rik",-1.25692104190821,"Non_target",-1.32206561213961,"Non_target",-0.878342604530059,"Non_target"
"9430038I01Rik",0.182281645806707,"Non_target",-0.0400209208829523,"Non_target",0.269502845006774,"Non_target"
"9430065F17Rik",0.636335197506685,"Non_target",0.517448190797492,"Non_target",0.617240245594282,"Non_target"
"9530026P05Rik",0.88681685620805,"Non_target",0.789295858466198,"Non_target",0.84611639200603,"Non_target"
"9530068E07Rik",-0.0998925892957354,"Non_target",2.68879837591147,"Low_binding",0.6811423108275,"Non_target"
"9530080O11Rik",-0.865718633198958,"Non_target",-0.678395181778526,"Non_target",-0.460769301542452,"Non_target"
"9930021J03Rik",5.13148831003822,"Stringent_target",4.85295173111606,"Stringent_target",5.29616121993159,"Stringent_target"
"A130010J15Rik",-0.57135499604707,"Non_target",-0.630057528914271,"Non_target",-0.299405380040512,"Non_target"
"A230072C01Rik",-0.933005161047926,"Non_target",-1.00009868104868,"Non_target",-0.645195497416855,"Non_target"
"A230077H06Rik",-0.0821385190089255,"Non_target",0.0797976098256594,"Non_target",0.383229692469501,"Non_target"
"A230103J11Rik",0.79695953091146,"Non_target",0.591747100003603,"Non_target",0.604714177082735,"Non_target"
"A330008L17Rik",-1.05011997503695,"Non_target",-1.21006825718995,"Non_target",-0.774025381406038,"Non_target"
"A330009N23Rik",-1.62116330084404,"Non_target",-1.81020456349151,"Non_target",-1.21923596342574,"Non_target"
"A330023F24Rik",0.540797881186278,"Non_target",0.451731576050529,"Non_target",0.674907031606467,"Non_target"
"A330102I10Rik",-1.18352606237405,"Non_target",-1.27590755080277,"Non_target",-0.717669306703724,"Non_target"
"A430005L14Rik",-2.37191515006668,"Non_target",-2.44469068956714,"Non_target",-1.75579626998733,"Non_target"
"A430033K04Rik",-1.43476711788193,"Non_target",-1.58727448772583,"Non_target",-0.993881123719035,"Non_target"
"A430035B10Rik",0.231659514516804,"Non_target",0.534633749631372,"Non_target",0.563480775768624,"Non_target"
"A430108G06Rik",0.612718188235526,"Non_target",0.522492241809964,"Non_target",0.770038737328857,"Non_target"
"A630072M18Rik",-0.285685296070607,"Non_target",-0.356089414511862,"Non_target",0.0696308095033223,"Non_target"
"A730008H23Rik",-1.6970310860296,"Non_target",-1.82874632277614,"Non_target",-1.2053396675177,"Non_target"
"A730081D07Rik",0.199452989999088,"Non_target",0.148693260184363,"Non_target",0.329272603927496,"Non_target"
"A730098A19Rik",0.501172072130313,"Non_target",0.396120229828984,"Non_target",0.389198253945931,"Non_target"
"A830011K09Rik",0.174291029498114,"Non_target",0.281438962989669,"Non_target",0.469531645648025,"Non_target"
"A830018L16Rik",-1.15355918850163,"Non_target",-1.82555091161824,"Non_target",-0.799861498839515,"Non_target"
"A830036E02Rik",-0.909838859260111,"Non_target",-1.10084059668828,"Non_target",-0.481275983589037,"Non_target"
"A830082K12Rik",-1.24057798424071,"Non_target",-1.26862736203339,"Non_target",-0.851649941498731,"Non_target"
"A930004D18Rik",-0.685462919457218,"Non_target",-0.640136399189266,"Non_target",-0.411526190354096,"Non_target"
"A930005H10Rik",-2.44148089040203,"Non_target",-2.41632770060071,"Non_target",-1.84636993756084,"Non_target"
"A930012L18Rik",0.454342399166955,"Non_target",0.490986959510676,"Non_target",0.662917570596336,"Non_target"
"A930024E05Rik",-0.465746388160376,"Non_target",-0.584156204527508,"Non_target",-0.123190980190598,"Non_target"
"A930033H14Rik",0.748451398048812,"Non_target",0.529715754659515,"Non_target",0.677768480128642,"Non_target"
"AA414768",-1.09080098151356,"Non_target",-1.3448944519329,"Non_target",-0.982788527495512,"Non_target"
"AA465934",0.649321772299259,"Non_target",0.303450618155336,"Non_target",0.283369823527601,"Non_target"
"AA986860",0.810869539260988,"Non_target",0.533157579936991,"Non_target",0.615393023404945,"Non_target"
"Aaas",-1.38726636048592,"Non_target",-1.39129571201863,"Non_target",-0.958232324051624,"Non_target"
"Aacs",-2.09716572665741,"Non_target",-2.1750828949762,"Non_target",-1.6546890946005,"Non_target"
"Aagab",-2.86830744305069,"Non_target",-2.9224850488038,"Non_target",-2.08955035549042,"Non_target"
"Aak1",3.82786109083842,"High_binding",3.70996337591927,"High_binding",3.92377656401321,"High_binding"
"Aamdc",-2.82661547602353,"Non_target",-2.86208412600799,"Non_target",-2.16761619374551,"Non_target"
"Aamp",-1.88116637653914,"Non_target",3.86441981154578,"High_binding",-0.968459866552007,"Non_target"
"Aar2",-2.07454396931035,"Non_target",-2.16543013144087,"Non_target",-1.58499562189653,"Non_target"
"Aard",0.485971763818109,"Non_target",0.456999549856126,"Non_target",0.499095593682761,"Non_target"
"Aars1",1.26599659053263,"Non_target",2.07666666777386,"Low_binding",-1.13226963493509,"Non_target"
"Aars2",-1.16702794478162,"Non_target",-1.17407320921201,"Non_target",-0.844473837941094,"Non_target"
"Aarsd1",-2.39071733463942,"Non_target",-2.32519314752541,"Non_target",-1.88568735764518,"Non_target"
"Aasdh",-0.844494171354818,"Non_target",-0.789396840628703,"Non_target",-0.478289278793212,"Non_target"
"Aasdhppt",-2.48772966529124,"Non_target",-2.5024917059426,"Non_target",-1.80786968204526,"Non_target"
"Aatf",-1.65206303194346,"Non_target",-1.54175293159464,"Non_target",-1.17501896705232,"Non_target"
"Aatk",1.08761713574456,"Non_target",1.9682666109102,"Non_target",0.168752229749205,"Non_target"
"Abat",2.32605608371493,"Low_binding",2.78745457451684,"Low_binding",3.11641889006845,"High_binding"
"Abca1",3.23795882135238,"High_binding",3.47368735718039,"High_binding",2.05792088648479,"Low_binding"
"Abca2",6.30617166464218,"Stringent_target",5.89083586222305,"Stringent_target",5.39909574144076,"Stringent_target"
"Abca3",2.07753753425023,"Low_binding",3.18158234030834,"High_binding",-0.501474977812204,"Non_target"
"Abca5",2.88632289522116,"Low_binding",1.23258561191906,"Non_target",0.947314519375465,"Non_target"
"Abca7",0.0102448177497877,"Non_target",-0.181297405606313,"Non_target",0.0353453450531316,"Non_target"
"Abca8b",1.87197832526953,"Non_target",0.54367165791366,"Non_target",2.15851049049393,"Low_binding"
"Abcb10",-1.44569356499668,"Non_target",-1.74025493793275,"Non_target",-1.23776948301096,"Non_target"
"Abcb4",0.233571990719625,"Non_target",-0.00986871990213375,"Non_target",0.194820822831105,"Non_target"
"Abcb6",-1.4534746067027,"Non_target",-1.74085017439119,"Non_target",-1.20279348527401,"Non_target"
"Abcb7",0.545945375766319,"Non_target",1.58832948578556,"Non_target",0.535446373168822,"Non_target"
"Abcb8",-1.79590243859699,"Non_target",-1.91393376973862,"Non_target",-1.42929101710407,"Non_target"
"Abcb9",-1.62723414831149,"Non_target",-1.88964783606483,"Non_target",-1.44467042029702,"Non_target"
"Abcc1",-0.909407129050526,"Non_target",-1.0262413418126,"Non_target",-0.695956357035428,"Non_target"
"Abcc10",-0.363437271646746,"Non_target",-0.47169610574199,"Non_target",-0.164224526026453,"Non_target"
"Abcc4",0.733861196378164,"Non_target",0.381646158917167,"Non_target",0.47787955713108,"Non_target"
"Abcc5",0.0229849589355517,"Non_target",1.16997109244993,"Non_target",0.0906007321449317,"Non_target"
"Abcc8",-1.89460549050637,"Non_target",-2.18797992462237,"Non_target",-1.59598947840523,"Non_target"
"Abcd1",-0.0925807472098559,"Non_target",-0.0557814351921243,"Non_target",0.0834378371679882,"Non_target"
"Abcd2",2.58049210024077,"Low_binding",3.49242893734839,"High_binding",3.54503683702691,"High_binding"
"Abcd3",1.13563103591078,"Non_target",2.51298326478654,"Low_binding",0.317739816400991,"Non_target"
