"gene_name","Pathway_group","log2FC_5v0","pvalue_5v0","padj_5v0","log2FC_30v5","pvalue_30v5","padj_30v5","Significant_reversal","Temporal_category","Plot_category"
"Skil","Nuclear: decreased at 5 min",-0.1513728563596294,0.0018708476363407183,0.024305278967796662,0.2116768681674768,3.321909026841016e-4,0.006377649443080686,TRUE,"Significant reversal","Nuclear reversal"
"Slc25a25","Nuclear: decreased at 5 min",-0.3153880933909836,3.592557025462856e-5,0.0013625245223939653,0.5329000681609591,7.000332794025399e-7,9.43737172715424e-5,TRUE,"Significant reversal","Nuclear reversal"
"Smad1","Nuclear: decreased at 5 min",-0.2447498205891746,0.003449752542740599,0.0379807746292022,0.4076948105277691,4.77470903687823e-5,0.0017019096393760646,TRUE,"Significant reversal","Nuclear reversal"
"Smad7","Nuclear: decreased at 5 min",-0.30213906174560434,0.0043756875880035994,0.04457757506006683,0.6666619468891858,0.0016118846803701763,0.02082447844465539,TRUE,"Significant reversal","Nuclear reversal"
"Smurf1","Nuclear: decreased at 5 min",-0.2559844210818648,0.003321743460298297,0.03701518047666422,0.238852567874121,0.0024628146382373174,0.027978245199212166,TRUE,"Significant reversal","Nuclear reversal"
"Sos1","Nuclear: decreased at 5 min",-0.18342275365381702,4.224151365715996e-4,0.008500891501992841,0.21056063421031596,6.407425469502991e-6,4.1694437241520375e-4,TRUE,"Significant reversal","Nuclear reversal"
"Sox9","Nuclear: decreased at 5 min",-0.2682832617423903,8.990868980128365e-5,0.0027608608751763493,0.5282894682154607,4.397754799523283e-5,0.0016250498759202302,TRUE,"Significant reversal","Nuclear reversal"
"Spred1","Nuclear: decreased at 5 min",-0.2811565799183632,9.866334888416178e-5,0.0029623670502469572,0.4467993227220351,5.814203091675243e-8,1.6983010363969496e-5,TRUE,"Significant reversal","Nuclear reversal"
"Spty2d1","Nuclear: decreased at 5 min",-0.2536991351879573,3.303570237720681e-4,0.007314773067390617,0.5022687733121821,1.810444987782155e-5,8.992121097211124e-4,TRUE,"Significant reversal","Nuclear reversal"
"Srf","Nuclear: decreased at 5 min",-0.17684295896812846,0.004831139014354425,0.04830692100477056,0.3474488247862382,3.186819089248816e-7,5.4750006214375886e-5,TRUE,"Significant reversal","Nuclear reversal"
"Tra2a","Nuclear: decreased at 5 min",-0.2351272798314728,3.8619178704293015e-4,0.008074172197576465,0.5451111397303092,1.6004489815976717e-7,3.2723846843733726e-5,TRUE,"Significant reversal","Nuclear reversal"
"Tra2b","Nuclear: decreased at 5 min",-0.2898007048662535,1.8192399680526763e-7,2.2458182419267098e-5,0.4458921274899648,1.2554184104701041e-7,2.829932474146491e-5,TRUE,"Significant reversal","Nuclear reversal"
"Trib1","Nuclear: decreased at 5 min",-0.3505311135863972,1.516453587418558e-4,0.0040978367066017984,0.8200571791174952,2.6013681736410235e-7,4.763221605108668e-5,TRUE,"Significant reversal","Nuclear reversal"
"Utp15","Nuclear: decreased at 5 min",-0.29688966441786924,2.867835702655854e-4,0.006666330346238092,0.41390874275511985,3.699559816744414e-4,0.006887131992688994,TRUE,"Significant reversal","Nuclear reversal"
"Yrdc","Nuclear: decreased at 5 min",-0.47568655216062466,1.0713859959288618e-4,0.003138377027098934,0.392212823180989,2.0073702229575065e-4,0.0043958558394869675,TRUE,"Significant reversal","Nuclear reversal"
"Zbtb16","Nuclear: decreased at 5 min",-0.21402542691150783,0.0012723894235914177,0.018678478558919662,0.2512712714857534,0.0050916857615130266,0.047162820629489746,TRUE,"Significant reversal","Nuclear reversal"
"Aars1","Synaptic: increased at 5 min",0.22519950494017169,0.0024381834462242576,0.029880186927707487,-0.22952197316106085,0.019013350370796402,0.11411731034683477,FALSE,"No significant reversal","Synaptic no reversal"
"Abca1","Synaptic: increased at 5 min",0.33272279824283785,4.138595446502341e-5,0.0015061979185603974,-0.17838254745521775,0.02403976598978169,0.1329665686035355,FALSE,"No significant reversal","Synaptic no reversal"
"Abhd12","Synaptic: increased at 5 min",0.16443903094611506,0.0023769973043831936,0.029396983825031964,-0.163676709834316,0.011573888866613195,0.0820742593153819,FALSE,"No significant reversal","Synaptic no reversal"
"Acvr1b","Synaptic: increased at 5 min",0.14293318357012594,0.004586542051380932,0.04619247459898402,-0.17496147657543618,0.0056782643074280775,0.05066250656256557,FALSE,"No significant reversal","Synaptic no reversal"
"Adra1d","Synaptic: increased at 5 min",0.3352382897854193,1.509612106767071e-6,1.1910508950398008e-4,-0.2834160768273697,0.0061640419974741244,0.053308063650647275,FALSE,"No significant reversal","Synaptic no reversal"
"Arl6ip1","Synaptic: increased at 5 min",0.1741927431850902,0.004248896560825583,0.04365620049996552,-0.10996563370500803,0.12822791141962703,0.38194873734898405,FALSE,"No significant reversal","Synaptic no reversal"
"Arrdc3","Synaptic: increased at 5 min",0.27127582249829474,8.644527188382873e-4,0.013987828499884801,0.05617540709370683,0.7070638073753601,0.8820919647726629,FALSE,"No significant reversal","Synaptic no reversal"
"Arsa","Synaptic: increased at 5 min",0.2544645046905154,7.129781175774761e-4,0.01237011311861146,-0.20419373780837674,0.016923267977628907,0.10528126346326137,FALSE,"No significant reversal","Synaptic no reversal"
"Asph","Synaptic: increased at 5 min",0.21584308136356317,5.266427394128331e-4,0.009986809421602303,-0.1367012532309751,0.063301947613094,0.24747874229363837,FALSE,"No significant reversal","Synaptic no reversal"
"Atp1b2","Synaptic: increased at 5 min",0.16132444710421673,0.0012554775923156296,0.018564237066128097,-0.17858887293982853,0.023039073967172072,0.12937267963495364,FALSE,"No significant reversal","Synaptic no reversal"
"Bbc3","Synaptic: increased at 5 min",0.5621927059987469,1.1375903502282375e-5,5.75090058136162e-4,-0.23156757456301535,0.09627688073677299,0.3214819741096165,FALSE,"No significant reversal","Synaptic no reversal"
"Btg2","Synaptic: increased at 5 min",0.39126882019402165,4.190909366179944e-7,4.273541447079152e-5,0.48039579058985665,0.050015488850139705,0.21445790150145513,FALSE,"No significant reversal","Synaptic no reversal"
"Cachd1","Synaptic: increased at 5 min",0.4279044808038101,3.897164644205255e-5,0.0014376946293247303,-0.1649382266711627,0.3003289467834465,0.5971532445930829,FALSE,"No significant reversal","Synaptic no reversal"
"Carf","Synaptic: increased at 5 min",0.3443815227448831,3.600951560647795e-4,0.007722755043460717,-0.2465232705340703,0.022493666257517683,0.1274717583554356,FALSE,"No significant reversal","Synaptic no reversal"
"Chrnb2","Synaptic: increased at 5 min",0.18342443967985692,0.0027631943402831633,0.03259110820909691,-0.14671629064356384,0.01222807993360381,0.08501764342875331,FALSE,"No significant reversal","Synaptic no reversal"
"Cnih3","Synaptic: increased at 5 min",0.19129048118536243,0.0030867499670328242,0.03508366404223258,-0.2559727114694172,0.01331537980900668,0.08995213628683588,FALSE,"No significant reversal","Synaptic no reversal"
"Dact2","Synaptic: increased at 5 min",0.17021841338422827,0.0029056916272438313,0.033627002996658,-0.14942338526646662,0.07864792166145422,0.28294800672807047,FALSE,"No significant reversal","Synaptic no reversal"
"Dagla","Synaptic: increased at 5 min",0.1773081838009004,0.003629814811204505,0.03922344252229159,-0.26490412424320037,0.0064401233824234105,0.05494258251430487,FALSE,"No significant reversal","Synaptic no reversal"
"Dbn1","Synaptic: increased at 5 min",0.12086559650090954,0.0029134319604569915,0.0336805198508873,-0.02555503280690427,0.738211814557785,0.8964602814035865,FALSE,"No significant reversal","Synaptic no reversal"
"Drd5","Synaptic: increased at 5 min",0.2160392361938967,0.004959492605577465,0.04922603817602096,-0.14920941246726604,0.08470589061985791,0.29614473243785033,FALSE,"No significant reversal","Synaptic no reversal"
"Efna5","Synaptic: increased at 5 min",0.6064412170023714,0.0031219109446444506,0.035260956531517104,-0.10046041978242998,0.6337889340055434,0.8440428400325668,FALSE,"No significant reversal","Synaptic no reversal"
"Elavl2","Synaptic: increased at 5 min",0.31328130609905686,0.0030004008682009797,0.034282593006748824,-0.20488408680593098,0.18867948746405663,0.4707941145514797,FALSE,"No significant reversal","Synaptic no reversal"
"Fbn1","Synaptic: increased at 5 min",0.3451611999295826,0.003636033805841074,0.03922344252229159,-0.2770751847207263,0.08499537738080198,0.29648088987992,FALSE,"No significant reversal","Synaptic no reversal"
"Fgfr1","Synaptic: increased at 5 min",0.2313778888905564,5.912100644118193e-4,0.010789648650027992,-0.21323390454236643,0.01402935076446854,0.09343760867453857,FALSE,"No significant reversal","Synaptic no reversal"
"Fzd3","Synaptic: increased at 5 min",0.15643170335458217,0.003160245189217186,0.03554593042603832,-0.15261273173622913,0.023555776815795848,0.13123627156048295,FALSE,"No significant reversal","Synaptic no reversal"
"Gabbr1","Synaptic: increased at 5 min",0.16110453707515007,1.5648113702550908e-4,0.004197033771981955,-0.15808353832858435,0.0059963468233063455,0.052283712031501235,FALSE,"No significant reversal","Synaptic no reversal"
"Gpr155","Synaptic: increased at 5 min",0.24131458522541194,1.2675269220172175e-4,0.0035772058746955885,-0.1516971796776753,0.03705578335432775,0.17750892237051652,FALSE,"No significant reversal","Synaptic no reversal"
"Gpr26","Synaptic: increased at 5 min",0.2279948351574834,1.3346030169168505e-4,0.0037469413012608407,-0.28092427468425807,0.01641759976441655,0.10311209433313273,FALSE,"No significant reversal","Synaptic no reversal"
"Gpr61","Synaptic: increased at 5 min",0.26159488963093835,0.0024221117308505357,0.029764654443337483,-0.1926043622977929,0.01843558731443505,0.11152275292568949,FALSE,"No significant reversal","Synaptic no reversal"
"Gria1","Synaptic: increased at 5 min",0.12883204645197313,7.40552693658463e-4,0.012725968308035495,-0.16714695108738353,0.006404636165880318,0.05469628930934787,FALSE,"No significant reversal","Synaptic no reversal"
"Grid1","Synaptic: increased at 5 min",0.28160587839118245,6.923452300284652e-5,0.002264046429538498,-0.2346017129707526,0.047017203035336526,0.2057086472316364,FALSE,"No significant reversal","Synaptic no reversal"
"Grik3","Synaptic: increased at 5 min",0.3245534222375506,2.6900878319027744e-4,0.0063348931100298675,-0.19809564119623219,0.08205684257099077,0.2901075921213011,FALSE,"No significant reversal","Synaptic no reversal"
"H2-D1","Synaptic: increased at 5 min",0.3744631587904131,0.0029054240263506705,0.033627002996658,-0.2457098694141227,0.07000251611142114,0.26206617871678806,FALSE,"No significant reversal","Synaptic no reversal"
"Homer3","Synaptic: increased at 5 min",0.3032626837165049,7.993271608956798e-4,0.013190728674994509,-0.3175079063446634,0.01106146223166471,0.07945180446402751,FALSE,"No significant reversal","Synaptic no reversal"
"Hrk","Synaptic: increased at 5 min",0.2410518125421238,9.797945763245957e-5,0.002950027736906004,-0.18254431238960744,0.031186018043081014,0.1580622045527497,FALSE,"No significant reversal","Synaptic no reversal"
"Hsp90b1","Synaptic: increased at 5 min",0.2444025397194158,8.704052677856054e-4,0.014042105282827774,-0.14378862111186066,0.040649203620353506,0.18832493580607887,FALSE,"No significant reversal","Synaptic no reversal"
"Htr4","Synaptic: increased at 5 min",0.2106842897451187,0.001703482612978266,0.02290167109910706,-0.005973742282056378,0.9450242008606228,0.9809753380421679,FALSE,"No significant reversal","Synaptic no reversal"
"Il16","Synaptic: increased at 5 min",0.28614978628236776,6.839145818691727e-6,4.017626475773852e-4,-0.06920154771330958,0.4001317471303198,0.688199891693904,FALSE,"No significant reversal","Synaptic no reversal"
"Il1rap","Synaptic: increased at 5 min",0.19121788709734122,7.645179855502984e-4,0.012952468504409365,0.014634881509478465,0.8501279721911882,0.9448911196191494,FALSE,"No significant reversal","Synaptic no reversal"
"Il6st","Synaptic: increased at 5 min",0.23622056017336185,7.75980060504992e-4,0.013044429975114243,-0.14954166216221812,0.1556663191074332,0.4251979062874956,FALSE,"No significant reversal","Synaptic no reversal"
"Itm2c","Synaptic: increased at 5 min",0.1575908044887565,0.00385356883442374,0.040997269223706896,-0.1497721083783349,0.03540390286634144,0.17206118842035406,FALSE,"No significant reversal","Synaptic no reversal"
"Lmbrd1","Synaptic: increased at 5 min",0.23572045850189824,4.6841239634199967e-4,0.009172227521849048,-0.1573380397738326,0.01600838835889242,0.10131021098340905,FALSE,"No significant reversal","Synaptic no reversal"
"Lnpep","Synaptic: increased at 5 min",0.17262896606329983,0.001335415878042519,0.01932330686179597,-0.16932816997181246,0.00554421553773379,0.05008574095502071,FALSE,"No significant reversal","Synaptic no reversal"
"Lrrc55","Synaptic: increased at 5 min",0.33294899023991786,0.004994807024970205,0.04944035634881222,-0.34485294581680576,0.0059555883400590984,0.052136670471856564,FALSE,"No significant reversal","Synaptic no reversal"
"Ly6h","Synaptic: increased at 5 min",0.21177883082577356,5.675244427503088e-4,0.010486105472971088,-0.20716181110603174,0.016338654358494676,0.10284382332991927,FALSE,"No significant reversal","Synaptic no reversal"
"Mctp1","Synaptic: increased at 5 min",0.20980232612293595,0.004218781282115173,0.04355377925346982,-0.1623992080382285,0.04808959657114483,0.20876262234069526,FALSE,"No significant reversal","Synaptic no reversal"
"Mdga1","Synaptic: increased at 5 min",0.2463110433627281,3.297786856812207e-4,0.007314773067390617,-0.12862162368867805,0.30919736591557473,0.6051744232693476,FALSE,"No significant reversal","Synaptic no reversal"
"Mycn","Synaptic: increased at 5 min",0.6011847357733934,2.7956596945392204e-7,3.1477380873202535e-5,-0.3644260446917735,0.007468040476813736,0.06083527262254376,FALSE,"No significant reversal","Synaptic no reversal"
"Negr1","Synaptic: increased at 5 min",0.14565514008282154,0.0025693867204594754,0.030996094934650078,-0.16084492119083035,0.012792788802874672,0.08762810331304662,FALSE,"No significant reversal","Synaptic no reversal"
"Nfe2l1","Synaptic: increased at 5 min",0.18398191041699288,8.246543189440117e-4,0.01350558868706943,-0.1710666024549157,0.058466612854411994,0.2367001332701879,FALSE,"No significant reversal","Synaptic no reversal"
"Nrp1","Synaptic: increased at 5 min",0.1743550669344971,6.781134647581797e-4,0.011879624701087785,-0.15796461602394166,0.008304439356499584,0.06522334316615677,FALSE,"No significant reversal","Synaptic no reversal"
"Prkcsh","Synaptic: increased at 5 min",0.2324720894824231,0.001697873009486356,0.022883178752541176,-0.1793772936285238,0.007875899418306263,0.06306888646460918,FALSE,"No significant reversal","Synaptic no reversal"
"Prox1","Synaptic: increased at 5 min",0.22968085751677092,7.058192111521439e-6,4.0919371286287227e-4,-0.23576327851007903,0.008372323032903152,0.06562237204065702,FALSE,"No significant reversal","Synaptic no reversal"
"Ric3","Synaptic: increased at 5 min",0.18111314298867692,3.652166335326505e-4,0.0077623180940720295,-0.190158797948741,0.007600495196048534,0.06161906240456413,FALSE,"No significant reversal","Synaptic no reversal"
"Scn2a","Synaptic: increased at 5 min",0.14222052600789134,0.0026606778029940616,0.03178189304468699,-0.21628064676699138,0.011509148533386289,0.08185172997541043,FALSE,"No significant reversal","Synaptic no reversal"
"Sesn2","Synaptic: increased at 5 min",0.3322171118712522,0.0015065438498185464,0.021034175503205552,-0.268329822312204,0.007342470210941556,0.06009167748354304,FALSE,"No significant reversal","Synaptic no reversal"
"Slc16a2","Synaptic: increased at 5 min",0.24990702399224388,0.004884457286691061,0.04861872427331588,-0.30010787740274464,0.005629537287677676,0.05059572413569944,FALSE,"No significant reversal","Synaptic no reversal"
"Slc18b1","Synaptic: increased at 5 min",0.2645538729835721,0.0037370236388193064,0.04011269961469502,-0.19684375276558258,0.0450719950370034,0.2010673628658221,FALSE,"No significant reversal","Synaptic no reversal"
"Slc1a2","Synaptic: increased at 5 min",0.20837170102405697,0.0021449628652161117,0.027085167768832887,-0.13022935998281512,0.16683483415877143,0.4406307309924236,FALSE,"No significant reversal","Synaptic no reversal"
"Slc29a2","Synaptic: increased at 5 min",0.2748074905376106,0.0033293109705227245,0.03706129997979416,-0.0714095552867654,0.4227442538388742,0.7070520117376017,FALSE,"No significant reversal","Synaptic no reversal"
"Slc2a1","Synaptic: increased at 5 min",0.24266397890381325,0.0010085942756451799,0.01573145097467352,0.11703983866310373,0.3695454142573777,0.6642870835683875,FALSE,"No significant reversal","Synaptic no reversal"
"Slc33a1","Synaptic: increased at 5 min",0.31703934903845354,1.6937335361972724e-5,7.515821720410277e-4,-0.1531115321756462,0.09513680914761184,0.31891623530860247,FALSE,"No significant reversal","Synaptic no reversal"
"Slc38a2","Synaptic: increased at 5 min",0.28843871782139907,7.892818560938112e-6,4.3750500423169256e-4,-0.13593783085444866,0.014640047220524914,0.09563583562374847,FALSE,"No significant reversal","Synaptic no reversal"
"Slc4a10","Synaptic: increased at 5 min",0.16872432947754376,8.127746847465866e-4,0.013351491743808291,-0.1623035170143955,0.05926090067412218,0.23828670254674889,FALSE,"No significant reversal","Synaptic no reversal"
"Slc4a7","Synaptic: increased at 5 min",0.29785524077732844,1.768824414173265e-7,2.22316547590684e-5,-0.1438592856975063,0.06140306620943657,0.24299768266366706,FALSE,"No significant reversal","Synaptic no reversal"
"Slc7a1","Synaptic: increased at 5 min",0.3580410503854963,1.005996804438563e-7,1.4121843453475878e-5,-0.20752093007826566,0.006859289338768242,0.05728370429408359,FALSE,"No significant reversal","Synaptic no reversal"
"Slc9a4","Synaptic: increased at 5 min",0.32420445310598145,3.4234787249880043e-4,0.007460560794031319,-0.3878205535049759,0.023636753502929354,0.13150825032831623,FALSE,"No significant reversal","Synaptic no reversal"
"Slit2","Synaptic: increased at 5 min",0.4473321954047163,1.6210123010951748e-6,1.2515372830384104e-4,-0.41779555093668913,0.047905241329222914,0.2081095965392729,FALSE,"No significant reversal","Synaptic no reversal"
"Sorcs2","Synaptic: increased at 5 min",0.2686184833134745,5.4799338594598196e-5,0.0018568214760784072,-0.18360953423454088,0.13854473290698122,0.3982344125834933,FALSE,"No significant reversal","Synaptic no reversal"
"Stc2","Synaptic: increased at 5 min",1.0491797605958735,6.160616593309154e-16,6.659010475707865e-13,-0.5377139014840456,0.007604439230560001,0.06161906240456413,FALSE,"No significant reversal","Synaptic no reversal"
"Sv2b","Synaptic: increased at 5 min",0.16908106411018833,9.077520060737523e-4,0.014557702423814819,-0.23171833814669246,0.00993865129088291,0.07367212932722146,FALSE,"No significant reversal","Synaptic no reversal"
"Sypl2","Synaptic: increased at 5 min",0.493710294439061,0.0014955147849234937,0.020966302607312637,-0.5091957471888073,0.005613539110192906,0.050488928008685166,FALSE,"No significant reversal","Synaptic no reversal"
"Syt13","Synaptic: increased at 5 min",0.1711915254226637,0.002872557516764931,0.03338653139646467,-0.154341701855139,0.014750477032291393,0.09610135540740881,FALSE,"No significant reversal","Synaptic no reversal"
"Tab1","Synaptic: increased at 5 min",0.31818724095541184,0.002126490081936391,0.026883311456901107,-0.16308558025380787,0.10401802269671395,0.3361755238171667,FALSE,"No significant reversal","Synaptic no reversal"
"Tafa2","Synaptic: increased at 5 min",0.1985239465503919,0.0026125615753428786,0.03130729275818312,-0.14964638737536662,0.04160741866871487,0.1909613962692832,FALSE,"No significant reversal","Synaptic no reversal"
"Vegfa","Synaptic: increased at 5 min",0.4186740142635136,5.290909513980505e-4,0.009998154009897776,0.04985529655672951,0.6955982785062629,0.8763195400200076,FALSE,"No significant reversal","Synaptic no reversal"
"Vmp1","Synaptic: increased at 5 min",0.22331095735439654,0.0013307632628711099,0.01930751563184126,-0.25772897715985793,0.007536845824375431,0.06131433990281021,FALSE,"No significant reversal","Synaptic no reversal"
"Zmpste24","Synaptic: increased at 5 min",0.3211795410760297,7.837502897788767e-6,4.366781898051484e-4,-0.15273742424522344,0.021448179237024717,0.12376588094064875,FALSE,"No significant reversal","Synaptic no reversal"
"AU040320","Synaptic: increased at 5 min",0.2151952156358535,4.425770846351493e-5,0.0015788170652875672,-0.2206593290586464,3.730218392238155e-6,2.8315799547820424e-4,TRUE,"Significant reversal","Synaptic reversal"
"Abca2","Synaptic: increased at 5 min",0.2203409684105068,4.280161025092508e-5,0.001549670454251803,-0.28791539369448077,0.0019869391546933506,0.02413442529680993,TRUE,"Significant reversal","Synaptic reversal"
"Abcc8","Synaptic: increased at 5 min",0.29181923742715993,1.6839623044653378e-4,0.004428697943787308,-0.3039775270254471,7.121730278356787e-4,0.011126554774359351,TRUE,"Significant reversal","Synaptic reversal"
"Ache","Synaptic: increased at 5 min",0.34835645101613766,3.940361700394224e-4,0.008174926990318842,-0.45064881991646943,2.257019235914117e-5,0.001037280269560389,TRUE,"Significant reversal","Synaptic reversal"
"Acsl5","Synaptic: increased at 5 min",0.16054340539934123,0.003959478370329123,0.04163229737829523,-0.2150781837002925,2.4869021560110497e-5,0.0011014193375430887,TRUE,"Significant reversal","Synaptic reversal"
"Adam11","Synaptic: increased at 5 min",0.28313793562952516,7.079214016593313e-6,4.0919371286287227e-4,-0.33502783482408466,1.3716631298005873e-4,0.003354514964848045,TRUE,"Significant reversal","Synaptic reversal"
"Adam15","Synaptic: increased at 5 min",0.2321351260617598,0.001868292316018096,0.024301289583441153,-0.4940040300624579,9.530008390978298e-7,1.1211296800094959e-4,TRUE,"Significant reversal","Synaptic reversal"
"Adgrl1","Synaptic: increased at 5 min",0.24094745264606782,7.458552623484216e-9,1.580774417789037e-6,-0.3092978888418517,9.622029224781622e-6,5.464956228223191e-4,TRUE,"Significant reversal","Synaptic reversal"
"Agrn","Synaptic: increased at 5 min",0.17385599817138428,0.0012250552872515082,0.018314830705258026,-0.28079503460619243,2.0296576841060602e-4,0.004422707010410861,TRUE,"Significant reversal","Synaptic reversal"
"Alg2","Synaptic: increased at 5 min",0.1753728760229355,0.002364346106863379,0.029301252226948283,-0.29245669172526,4.982963413503643e-5,0.001751604445755378,TRUE,"Significant reversal","Synaptic reversal"
"Amigo1","Synaptic: increased at 5 min",0.24512297102617722,3.782796304748857e-4,0.007954911528799688,-0.2636544407877808,2.9039844186511593e-5,0.0012334599098348614,TRUE,"Significant reversal","Synaptic reversal"
"Anxa11","Synaptic: increased at 5 min",0.22318238079143954,1.195401679881936e-4,0.003382486062262787,-0.21873679759299938,0.00152950056212021,0.020154578835758042,TRUE,"Significant reversal","Synaptic reversal"
"Aplp1","Synaptic: increased at 5 min",0.17603295492397608,3.035324869901159e-4,0.00697531727546095,-0.2786135217137435,8.913651480569916e-5,0.0024982019036211755,TRUE,"Significant reversal","Synaptic reversal"
"Aplp2","Synaptic: increased at 5 min",0.22324174756884013,5.0335382486780905e-6,3.186882430474185e-4,-0.28923245879502074,8.492580375581801e-8,2.264934261905164e-5,TRUE,"Significant reversal","Synaptic reversal"
"Arl6ip5","Synaptic: increased at 5 min",0.21919126769543276,3.394665388301341e-6,2.2933086363843247e-4,-0.1621611925467134,2.1867791963054763e-5,0.001032876953463754,TRUE,"Significant reversal","Synaptic reversal"
"Arsb","Synaptic: increased at 5 min",0.28204876146582,5.470098618260211e-11,2.3650518385909848e-8,-0.3754062904630427,2.564516098378124e-10,2.860134863172984e-7,TRUE,"Significant reversal","Synaptic reversal"
"Atf5","Synaptic: increased at 5 min",0.9540565741682789,5.363572046311186e-21,1.4493712562144403e-17,-0.6623456483948235,1.4022157001134384e-11,3.4404764417983324e-8,TRUE,"Significant reversal","Synaptic reversal"
"Atp1a1","Synaptic: increased at 5 min",0.21206078022978603,5.962952610644279e-4,0.010832530213185549,-0.29308701206478444,1.1102716682424845e-5,6.135501272972432e-4,TRUE,"Significant reversal","Synaptic reversal"
"Atp1a3","Synaptic: increased at 5 min",0.22612835314802268,2.8381945909073784e-8,4.648188686836039e-6,-0.2900632992972341,4.936696262341566e-6,3.460765128366076e-4,TRUE,"Significant reversal","Synaptic reversal"
"Atp1b1","Synaptic: increased at 5 min",0.15188594347154888,4.887167574032725e-4,0.009466916542602101,-0.20003289027310708,4.157829199704074e-5,0.0015743286611719005,TRUE,"Significant reversal","Synaptic reversal"
"Atp2a2","Synaptic: increased at 5 min",0.22654378140748663,5.294871253465348e-7,5.156059763847472e-5,-0.2431783361282722,6.0994054456050955e-5,0.0019998637299400695,TRUE,"Significant reversal","Synaptic reversal"
"Atp2b2","Synaptic: increased at 5 min",0.1535960811293473,3.141422939720895e-4,0.007103690492770535,-0.2647896126546397,1.4788330716929417e-4,0.0035296350434881343,TRUE,"Significant reversal","Synaptic reversal"
"Atp2b3","Synaptic: increased at 5 min",0.17947765420490627,2.5281970947213484e-4,0.006055641396044736,-0.254357905628311,1.5937364948198632e-4,0.003745586076331433,TRUE,"Significant reversal","Synaptic reversal"
"Atp6ap1","Synaptic: increased at 5 min",0.2629555474847369,1.4712293365598545e-5,6.82511497805814e-4,-0.22524596675005934,4.405937265257188e-4,0.007890808521193457,TRUE,"Significant reversal","Synaptic reversal"
"Atp6v0b","Synaptic: increased at 5 min",0.1701816452419916,0.0032945832162482955,0.03682642190737107,-0.25657526137341446,2.905688897475342e-5,0.0012334599098348614,TRUE,"Significant reversal","Synaptic reversal"
"Atp6v0c","Synaptic: increased at 5 min",0.15912385063406248,3.9721198963640593e-4,0.00819159596622194,-0.21165447617900474,2.120712631921604e-5,0.001016285256578681,TRUE,"Significant reversal","Synaptic reversal"
"Atrn","Synaptic: increased at 5 min",0.21752965795029666,1.2696623511441623e-6,1.039680329811913e-4,-0.28322130749646773,3.112244788107182e-4,0.0060317565656396385,TRUE,"Significant reversal","Synaptic reversal"
"B4galnt1","Synaptic: increased at 5 min",0.15109616162601086,0.0010784309158829153,0.01665251395682633,-0.2307691074089203,9.309443906472523e-4,0.01361242644155005,TRUE,"Significant reversal","Synaptic reversal"
"B4galt6","Synaptic: increased at 5 min",0.15936667453955358,0.004226029882975619,0.04355570691845276,-0.1508065214278736,0.0035232149193581298,0.035959068744330726,TRUE,"Significant reversal","Synaptic reversal"
"B4gat1","Synaptic: increased at 5 min",0.20696195935469477,1.9559632484432836e-4,0.004998110343362518,-0.33026302526933865,8.382846247183902e-7,1.0755278835233879e-4,TRUE,"Significant reversal","Synaptic reversal"
"Bace1","Synaptic: increased at 5 min",0.2006686322338486,5.643024062583143e-4,0.01046234083918717,-0.2963950555733258,4.35521616662402e-4,0.007834280341956521,TRUE,"Significant reversal","Synaptic reversal"
"Bsg","Synaptic: increased at 5 min",0.18037078593876313,7.441148361498133e-4,0.012748148375416228,-0.2243963062201838,4.2099838085058475e-4,0.007613783234369449,TRUE,"Significant reversal","Synaptic reversal"
"Cacna1b","Synaptic: increased at 5 min",0.2726482902227894,3.260826652358436e-7,3.4897302262715184e-5,-0.33197147922527975,5.897624765784042e-4,0.009737827809776396,TRUE,"Significant reversal","Synaptic reversal"
"Cacna1c","Synaptic: increased at 5 min",0.23583877444568888,1.648912541245112e-5,7.395475376895607e-4,-0.2647080771141988,0.0011552804106155958,0.01617920100163485,TRUE,"Significant reversal","Synaptic reversal"
"Cacna1e","Synaptic: increased at 5 min",0.1706613060285216,5.575634903610639e-4,0.010380437584221634,-0.20152804881559083,0.0023895432863455324,0.027371537849567685,TRUE,"Significant reversal","Synaptic reversal"
"Cacna2d1","Synaptic: increased at 5 min",0.1877337682623275,4.492160867233616e-5,0.0015972291715107946,-0.28372437239717174,3.9635312070624395e-6,2.922433950363779e-4,TRUE,"Significant reversal","Synaptic reversal"
"Cacng8","Synaptic: increased at 5 min",0.23730264608877014,1.3480831693678185e-4,0.003774982118574287,-0.3039678459104592,9.776391592701385e-4,0.01414348727113922,TRUE,"Significant reversal","Synaptic reversal"
"Canx","Synaptic: increased at 5 min",0.2670591439451709,6.550030882547124e-5,0.0021719453146553606,-0.26435091973611097,7.35267950138585e-4,0.01139840891634215,TRUE,"Significant reversal","Synaptic reversal"
"Cd47","Synaptic: increased at 5 min",0.2695782654339142,2.531848338958353e-6,1.824449913053389e-4,-0.2406921073355947,4.928056246010799e-5,0.001737281437530474,TRUE,"Significant reversal","Synaptic reversal"
"Cd81","Synaptic: increased at 5 min",0.24727072167298605,4.853879976340805e-5,0.0017034282033853167,-0.21861654317833543,1.627237824916741e-4,0.003787395368683126,TRUE,"Significant reversal","Synaptic reversal"
