"gene_name","Pathway_group","log2FC_5v0","pvalue_5v0","padj_5v0","log2FC_30v5","pvalue_30v5","padj_30v5","Significant_reversal","Temporal_category","Plot_category"
"Ldhb","Nuclear: decreased at 5 min",-0.17522086520211166,7.927106767753464e-4,0.013171670942637433,0.13147545151303286,0.06252542273655357,0.24522438814962888,FALSE,"No significant reversal","Nuclear no reversal"
"Luc7l","Nuclear: decreased at 5 min",-0.3018827299203824,0.0036058541594438612,0.039132206435169375,0.20893959380081625,0.05332328147544362,0.22398992476514906,FALSE,"No significant reversal","Nuclear no reversal"
"Med14","Nuclear: decreased at 5 min",-0.2566780715282543,8.6296129934795e-5,0.002688112012868009,0.12088642724146592,0.15317082968406343,0.42160640308819614,FALSE,"No significant reversal","Nuclear no reversal"
"Mfn1","Nuclear: decreased at 5 min",-0.42351217781101724,0.003353523839021201,0.03725409987253871,0.19628258275467197,0.20272321450417627,0.488414845942112,FALSE,"No significant reversal","Nuclear no reversal"
"Mlxip","Nuclear: decreased at 5 min",-0.25488020671975065,0.0022069329352557964,0.027800497583280494,0.15828014932208354,0.0396215492868701,0.18506231196161468,FALSE,"No significant reversal","Nuclear no reversal"
"Mturn","Nuclear: decreased at 5 min",-0.1551777430845602,0.00416999315824987,0.043173808474638746,0.10501944153358139,0.1408939047546794,0.401786709328314,FALSE,"No significant reversal","Nuclear no reversal"
"Ndufs1","Nuclear: decreased at 5 min",-0.19865972710549906,0.003193529105236753,0.03584512575130224,0.0634738676188147,0.4367093955915199,0.717641136542773,FALSE,"No significant reversal","Nuclear no reversal"
"Ndufs2","Nuclear: decreased at 5 min",-0.21033725588710817,6.171028433333285e-4,0.011061798729004889,0.10514689461538614,0.1591776382564115,0.42987259842894426,FALSE,"No significant reversal","Nuclear no reversal"
"Nemf","Nuclear: decreased at 5 min",-0.35046410557814744,0.0027549103703908883,0.03259110820909691,0.16455441465712028,0.23837602104867545,0.5316118935148428,FALSE,"No significant reversal","Nuclear no reversal"
"Nfkb1","Nuclear: decreased at 5 min",-0.506801352053059,5.238973336178603e-5,0.00179202730350489,0.46855546186151564,0.017272903484415594,0.10674249826106197,FALSE,"No significant reversal","Nuclear no reversal"
"Noct","Nuclear: decreased at 5 min",-0.19624403283681294,0.002461887261764613,0.030068406115721695,0.1678650014153134,0.028518967259867203,0.14932594551602682,FALSE,"No significant reversal","Nuclear no reversal"
"Nos1","Nuclear: decreased at 5 min",-0.28282768575302025,1.6245212318955153e-5,7.316437498149427e-4,0.07507388167584798,0.4374837877464121,0.7178187979845678,FALSE,"No significant reversal","Nuclear no reversal"
"Npas2","Nuclear: decreased at 5 min",-0.4677995284164189,1.5901467736103066e-5,7.221805241997397e-4,0.3349790023766618,0.016354308328951676,0.10288956645106624,FALSE,"No significant reversal","Nuclear no reversal"
"Nr1d1","Nuclear: decreased at 5 min",-0.18733470864940663,0.0026798547113967867,0.03186639117215387,0.05285528989210923,0.610792429832038,0.833609665850915,FALSE,"No significant reversal","Nuclear no reversal"
"Pde1a","Nuclear: decreased at 5 min",-0.3848001770691231,2.1626448711029862e-7,2.5748169538997233e-5,0.23868303554669787,0.02948424182662919,0.15247682452877212,FALSE,"No significant reversal","Nuclear no reversal"
"Pde2a","Nuclear: decreased at 5 min",-0.14462363744290893,0.001684833120985835,0.022792692371384093,-0.02103152761808573,0.8127034899649292,0.928761828435628,FALSE,"No significant reversal","Nuclear no reversal"
"Pid1","Nuclear: decreased at 5 min",-0.25119225377159615,0.0025024500610101295,0.030460566114255055,0.21478907731208238,0.03068087929749448,0.15630939668673682,FALSE,"No significant reversal","Nuclear no reversal"
"Pikfyve","Nuclear: decreased at 5 min",-0.20611903358475483,0.0027694984829483567,0.03259110820909691,0.012185842123975034,0.8858483929230332,0.959864695670356,FALSE,"No significant reversal","Nuclear no reversal"
"Plcl2","Nuclear: decreased at 5 min",-0.295033944083493,0.0011202046041585098,0.017117094350625084,0.1484343104883216,0.1768323337100446,0.4537500669221558,FALSE,"No significant reversal","Nuclear no reversal"
"Prkcb","Nuclear: decreased at 5 min",-0.20429224911724275,8.693654142718403e-5,0.0026925417658637024,0.06082683331060464,0.35728404725727075,0.6538127523496715,FALSE,"No significant reversal","Nuclear no reversal"
"Prmt2","Nuclear: decreased at 5 min",-0.2326138840898917,6.562085292158844e-4,0.01155204884738517,0.1330190389776724,0.02717301455558829,0.14487550741762587,FALSE,"No significant reversal","Nuclear no reversal"
"Prmt9","Nuclear: decreased at 5 min",-0.3728165714664631,0.0027948303810457365,0.032764990877140306,0.29489044860480607,0.009641682268345629,0.07219271876006,FALSE,"No significant reversal","Nuclear no reversal"
"Prpf8","Nuclear: decreased at 5 min",-0.26126199821991064,0.0023161384142458543,0.028842327326709032,0.044870109677136484,0.8183879383253585,0.9319579715376866,FALSE,"No significant reversal","Nuclear no reversal"
"Ptk2","Nuclear: decreased at 5 min",-0.1815823474888963,0.003405704715976512,0.0377561664358873,0.10670410729413712,0.2459403594032527,0.5403859219526437,FALSE,"No significant reversal","Nuclear no reversal"
"Ralgapa1","Nuclear: decreased at 5 min",-0.18317042888748605,0.00301279990550522,0.0343516394289092,0.07474468461951476,0.47552698434895946,0.7443875263484796,FALSE,"No significant reversal","Nuclear no reversal"
"Rara","Nuclear: decreased at 5 min",-0.31953579327253073,7.019559829690412e-4,0.012198460160630815,0.2943167440039516,0.014863856186319621,0.09658454828808363,FALSE,"No significant reversal","Nuclear no reversal"
"Rasgrp1","Nuclear: decreased at 5 min",-0.19886522622850156,0.0010376269660387993,0.016091405847795382,0.005089418085951605,0.9614534787181523,0.9859038749247678,FALSE,"No significant reversal","Nuclear no reversal"
"Rbm22","Nuclear: decreased at 5 min",-0.1749430496521274,0.005064122169160777,0.04998912924790762,0.1647757438991581,0.012745708566698995,0.08750103676343776,FALSE,"No significant reversal","Nuclear no reversal"
"Rc3h1","Nuclear: decreased at 5 min",-0.2657088549109384,8.364290494756069e-5,0.0026358488617439753,0.1776626704087295,0.010411480608326414,0.07611921579436738,FALSE,"No significant reversal","Nuclear no reversal"
"Ripor2","Nuclear: decreased at 5 min",-0.19612583919281087,1.0275151359234863e-4,0.0030424650350511354,-0.03625488944086444,0.5059656111684574,0.7659410313196736,FALSE,"No significant reversal","Nuclear no reversal"
"Rnmt","Nuclear: decreased at 5 min",-0.21121222425307984,0.001758426206355621,0.02333171119056774,0.017818961808092226,0.8254718790333995,0.9355591872965645,FALSE,"No significant reversal","Nuclear no reversal"
