"Comparison","gene_name","RiboTag_log2FC","RiboTag_pvalue","RiboTag_padj","Status","Volcano_label"
"5v0","Adam11",0.28313793562952516,7.079214016593313e-6,4.0919371286287227e-4,"RiboTag_Up","Not labeled"
"5v0","Prox1",0.22968085751677092,7.058192111521439e-6,4.0919371286287227e-4,"RiboTag_Up","Not labeled"
"5v0","Slc2a6",0.4215074674313077,7.053460367289928e-6,4.0919371286287227e-4,"RiboTag_Up","Not labeled"
"5v0","Csmd2",0.2893022605552024,7.19905270262021e-6,4.139072375671375e-4,"RiboTag_Up","Not labeled"
"5v0","Gns",0.2725066353276452,7.297168489515334e-6,4.1514446158646105e-4,"RiboTag_Up","Not labeled"
"5v0","Ybx1",-0.3797456292896396,7.2973862245746685e-6,4.1514446158646105e-4,"RiboTag_Down","Labeled decreased gene"
"5v0","Dyrk3",-0.5409380990144966,7.4622003685263445e-6,4.2009856137188153e-4,"RiboTag_Down","Not labeled"
"5v0","Txndc5",0.36956037209579856,7.459001998664598e-6,4.2009856137188153e-4,"RiboTag_Up","Not labeled"
"5v0","Nfatc2",-0.4382643956987163,7.69677831702483e-6,4.3105946543378957e-4,"RiboTag_Down","Not labeled"
"5v0","Zmpste24",0.3211795410760297,7.837502897788767e-6,4.366781898051484e-4,"RiboTag_Up","Not labeled"
"5v0","Slc38a2",0.28843871782139907,7.892818560938112e-6,4.3750500423169256e-4,"RiboTag_Up","Labeled increased gene"
"5v0","Cpeb2",-0.29577930111349454,7.990678328810356e-6,4.406696023270977e-4,"RiboTag_Down","Not labeled"
"5v0","Rundc1",-0.2844411161186642,8.127493217425022e-6,4.459394628789191e-4,"RiboTag_Down","Not labeled"
"5v0","Cpne8",-0.3911124626743924,8.211587840834706e-6,4.468899847366034e-4,"RiboTag_Down","Not labeled"
"5v0","Gaa",0.23767101059257847,8.22750550121048e-6,4.468899847366034e-4,"RiboTag_Up","Not labeled"
"5v0","Slc7a14",0.20979621111585622,8.386768867934e-6,4.53262923467493e-4,"RiboTag_Up","Not labeled"
"5v0","Arid5b",-0.4429215711752001,8.528825307429175e-6,4.5864712809951224e-4,"RiboTag_Down","Labeled decreased gene"
"5v0","Smpd1",0.2588844899155902,8.845483516848283e-6,4.7332094719610443e-4,"RiboTag_Up","Not labeled"
